date_time timestamp pressure accel_x accel_y accel_z gyro_x gyro_y gyro_z
2025-05-13 18:58:30.430 08:48.7 1242.1 0.0366 -0.0103 0.9714 -2.1 1.3 0.2
2025-05-13 18:58:30.529 08:48.8 1242.1 0.0356 -0.0127 0.9673 -2.2 1.4 0.3
2025-05-13 18:58:30.629 08:48.9 1242.1 0.0332 -0.0151 0.9607 -2.3 1.4 0.2
2025-05-13 18:58:30.729 08:49.0 1268.3 0.0337 -0.0110 0.9727 -2.2 1.4 0.2
2025-05-13 18:58:30.829 08:49.1 1255.2 0.0288 -0.0120 0.9666 -2.3 1.5 0.1
2025-05-13 18:58:30.929 08:49.2 1215.9 0.0322 -0.0186 0.9656 -2.3 1.5 0.2
2025-05-13 18:58:31.029 08:49.3 1215.9 0.0359 -0.0159 0.9741 -2.3 1.3 0.3
2025-05-13 18:58:31.129 08:49.4 1215.9 0.0310 -0.0200 0.9690 -2.0 1.5 0.3
2025-05-13 18:58:31.230 08:49.5 1215.9 0.0381 -0.0100 0.9666 -2.1 1.5 0.2
2025-05-13 18:58:31.329 08:49.6 1229.0 0.0339 -0.0142 0.9761 -2.3 1.7 0.2
2025-05-13 18:58:31.429 08:49.7 1215.9 0.0344 -0.0200 0.9724 -2.1 1.1 0.4
2025-05-13 18:58:31.530 08:49.8 1215.9 0.0369 -0.0166 0.9675 -2.4 1.2 0.4
2025-05-13 18:58:31.630 08:49.9 1215.9 0.0352 -0.0181 0.9739 -2.3 1.3 0.2
2025-05-13 18:58:31.730 08:50.0 1189.7 0.0273 -0.0127 0.9695 -2.3 1.0 0.1
2025-05-13 18:58:31.831 08:50.1 1202.8 0.0398 -0.0181 0.9641 -2.2 1.7 0.2
2025-05-13 18:58:31.929 08:50.2 1202.8 0.0310 -0.0146 0.9741 -2.4 1.0 0.1
2025-05-13 18:58:32.029 08:50.3 1176.6 0.0334 -0.0081 0.9680 -2.2 1.2 0.2
2025-05-13 18:58:32.129 08:50.4 1150.4 0.0315 -0.0200 0.9685 -2.2 1.2 0.4
2025-05-13 18:58:32.229 08:50.5 1189.7 0.0359 -0.0146 0.9756 -2.3 1.4 0.2
2025-05-13 18:58:32.330 08:50.6 1189.7 0.0378 -0.0178 0.9661 -2.1 1.4 0.2
2025-05-13 18:58:32.429 08:50.7 1202.8 0.0403 -0.0139 0.9717 -2.3 1.6 0.1
2025-05-13 18:58:32.530 08:50.8 1176.6 0.0308 -0.0171 0.9636 -2.2 1.3 0.2
2025-05-13 18:58:32.630 08:50.9 1150.4 0.0337 -0.0203 0.9663 -2.2 1.3 0.3
2025-05-13 18:58:32.730 08:51.0 1176.6 0.0369 -0.0134 0.9736 -2.2 1.2 0.1
2025-05-13 18:58:32.829 08:51.1 1176.6 0.0361 -0.0173 0.9663 -2.1 1.4 0.3
2025-05-13 18:58:32.929 08:51.2 1176.6 0.0354 -0.0161 0.9695 -2.2 1.3 0.2
2025-05-13 18:58:33.029 08:51.3 1202.8 0.0327 -0.0134 0.9736 -2.4 1.3 0.3
2025-05-13 18:58:33.130 08:51.4 1215.9 0.0315 -0.0159 0.9697 -2.1 1.3 0.2
2025-05-13 18:58:33.229 08:51.5 1202.8 0.0339 -0.0134 0.9634 -2.1 1.4 0.2
2025-05-13 18:58:33.330 08:51.6 1202.8 0.0391 -0.0156 0.9741 -2.2 1.3 0.1
2025-05-13 18:58:33.429 08:51.7 1215.9 0.0330 -0.0151 0.9612 -2.2 1.1 0.2
2025-05-13 18:58:33.530 08:51.8 1176.6 0.0278 -0.0139 0.9746 -2.2 1.1 0.2
2025-05-13 18:58:33.630 08:51.9 1189.7 0.0322 -0.0166 0.9670 -2.4 1.4 0.4
2025-05-13 18:58:33.730 08:52.0 1202.8 0.0308 -0.0176 0.9734 -2.1 1.3 0.3
2025-05-13 18:58:33.829 08:52.1 1189.7 0.0330 -0.0146 0.9600 -2.4 1.2 0.1
2025-05-13 18:58:33.929 08:52.2 1215.9 0.0308 -0.0181 0.9631 -2.2 1.2 0.3
2025-05-13 18:58:34.029 08:52.3 1229.0 0.0332 -0.0068 0.9629 -2.1 1.1 0.2
2025-05-13 18:58:34.129 08:52.4 1229.0 0.0283 -0.0156 0.9692 -2.1 1.4 0.2
2025-05-13 18:58:34.229 08:52.5 1215.9 0.0300 -0.0154 0.9692 -2.2 1.3 0.2
2025-05-13 18:58:34.330 08:52.6 1202.8 0.0337 -0.0176 0.9690 -2.3 1.4 0.3
2025-05-13 18:58:34.429 08:52.7 1255.2 0.0310 -0.0166 0.9678 -2.2 1.4 0.2
2025-05-13 18:58:34.529 08:52.8 1255.2 0.0334 -0.0193 0.9724 -2.4 1.6 0.3
2025-05-13 18:58:34.629 08:52.9 1229.0 0.0322 -0.0149 0.9624 -2.2 1.4 0.3
2025-05-13 18:58:34.730 08:53.0 1202.8 0.0388 -0.0127 0.9709 -2.4 1.4 0.1
2025-05-13 18:58:34.829 08:53.1 1189.7 0.0361 -0.0186 0.9700 -2.3 1.3 0.2
2025-05-13 18:58:34.929 08:53.2 1189.7 0.0371 -0.0122 0.9688 -2.1 1.3 0.2
2025-05-13 18:58:35.029 08:53.3 1150.4 0.0352 -0.0151 0.9775 -2.5 1.1 0.2
2025-05-13 18:58:35.129 08:53.4 1163.5 0.0361 -0.0195 0.9658 -2.3 1.1 0.2
2025-05-13 18:58:35.229 08:53.5 1189.7 0.0337 -0.0120 0.9658 -2.1 1.4 0.1
2025-05-13 18:58:35.329 08:53.6 1189.7 0.0308 -0.0149 0.9731 -2.3 1.4 0.2
2025-05-13 18:58:35.429 08:53.7 1163.5 0.0347 -0.0176 0.9688 -2.4 1.4 0.2
2025-05-13 18:58:35.529 08:53.8 1189.7 0.0371 -0.0112 0.9802 -2.2 1.4 0.2
2025-05-13 18:58:35.629 08:53.9 1215.9 0.0339 -0.0144 0.9634 -2.3 1.1 0.1
2025-05-13 18:58:35.729 08:54.0 1215.9 0.0410 -0.0205 0.9604 -2.2 1.4 0.2
2025-05-13 18:58:35.830 08:54.1 1215.9 0.0325 -0.0120 0.9685 -2.2 1.3 0.2
2025-05-13 18:58:35.929 08:54.2 1202.8 0.0352 -0.0151 0.9729 -2.3 1.3 0.1
2025-05-13 18:58:36.029 08:54.3 1229.0 0.0347 -0.0127 0.9626 -2.2 1.3 0.3
2025-05-13 18:58:36.129 08:54.4 1202.8 0.0286 -0.0083 0.9702 -2.1 1.2 0.3
2025-05-13 18:58:36.229 08:54.5 1176.6 0.0308 -0.0127 0.9666 -2.3 1.2 0.4
2025-05-13 18:58:36.329 08:54.6 1202.8 0.0352 -0.0100 0.9692 -2.3 1.2 0.3
2025-05-13 18:58:36.429 08:54.7 1189.7 0.0342 -0.0178 0.9717 -2.1 1.4 0.3
2025-05-13 18:58:36.529 08:54.8 1189.7 0.0371 -0.0107 0.9656 -2.3 1.1 0.2
2025-05-13 18:58:36.629 08:54.9 1176.6 0.0308 -0.0208 0.9705 -2.1 1.4 0.3
2025-05-13 18:58:36.729 08:55.0 1163.5 0.0361 -0.0132 0.9736 -2.1 1.4 0.1
2025-05-13 18:58:36.829 08:55.1 1202.8 0.0349 -0.0190 0.9695 -2.3 1.4 0.3
2025-05-13 18:58:36.929 08:55.2 1229.0 0.0315 -0.0166 0.9690 -2.3 1.3 0.2
2025-05-13 18:58:37.029 08:55.3 1202.8 0.0376 -0.0144 0.9788 -2.3 1.5 0.0
2025-05-13 18:58:37.129 08:55.4 1202.8 0.0359 -0.0122 0.9700 -2.2 1.6 0.2
2025-05-13 18:58:37.229 08:55.5 1189.7 0.0334 -0.0139 0.9692 -2.2 1.5 0.2
2025-05-13 18:58:37.329 08:55.6 1176.6 0.0371 -0.0120 0.9736 -2.2 1.6 0.2
2025-05-13 18:58:37.429 08:55.7 1202.8 0.0291 -0.0183 0.9739 -2.1 1.3 0.3
2025-05-13 18:58:37.529 08:55.8 1215.9 0.0320 -0.0146 0.9702 -2.2 1.3 0.2
2025-05-13 18:58:37.629 08:55.9 1215.9 0.0320 -0.0200 0.9680 -2.3 1.4 0.1
2025-05-13 18:58:37.731 08:56.0 1215.9 0.0361 -0.0166 0.9719 -2.3 1.5 0.3
2025-05-13 18:58:37.830 08:56.1 1215.9 0.0295 -0.0164 0.9744 -2.1 1.1 0.3
2025-05-13 18:58:37.929 08:56.2 1229.0 0.0349 -0.0168 0.9724 -2.3 1.4 0.2
2025-05-13 18:58:38.029 08:56.3 1215.9 0.0332 -0.0181 0.9688 -2.2 1.1 0.3
2025-05-13 18:58:38.129 08:56.4 1202.8 0.0393 -0.0188 0.9646 -2.3 1.3 0.2
2025-05-13 18:58:38.229 08:56.5 1242.1 0.0320 -0.0166 0.9646 -2.2 1.0 0.1
2025-05-13 18:58:38.330 08:56.6 1255.2 0.0361 -0.0110 0.9709 -2.3 1.2 0.1
2025-05-13 18:58:38.430 08:56.7 1229.0 0.0322 -0.0137 0.9763 -2.2 1.4 0.4
2025-05-13 18:58:38.529 08:56.8 1215.9 0.0359 -0.0115 0.9658 -2.3 1.3 0.3
2025-05-13 18:58:38.629 08:56.9 1229.0 0.0366 -0.0173 0.9761 -2.2 1.3 0.2
2025-05-13 18:58:38.729 08:57.0 1229.0 0.0349 -0.0098 0.9712 -2.3 1.3 0.3
2025-05-13 18:58:38.829 08:57.1 1202.8 0.0312 -0.0193 0.9685 -2.1 1.1 0.2
2025-05-13 18:58:38.929 08:57.2 1229.0 0.0366 -0.0200 0.9653 -2.2 1.4 0.2
2025-05-13 18:58:39.029 08:57.3 1242.1 0.0325 -0.0171 0.9688 -2.2 1.5 0.2
2025-05-13 18:58:39.129 08:57.4 1255.2 0.0356 -0.0129 0.9685 -2.2 1.5 0.1
2025-05-13 18:58:39.230 08:57.5 1242.1 0.0354 -0.0081 0.9666 -2.3 1.4 0.3
2025-05-13 18:58:39.330 08:57.6 1242.1 0.0354 -0.0181 0.9678 -2.3 1.2 0.1
2025-05-13 18:58:39.429 08:57.7 1215.9 0.0300 -0.0110 0.9675 -2.2 1.5 0.3
2025-05-13 18:58:39.530 08:57.8 1215.9 0.0347 -0.0183 0.9683 -2.2 1.4 0.3
2025-05-13 18:58:39.629 08:57.9 1242.1 0.0266 -0.0217 0.9719 -2.3 1.3 0.3
2025-05-13 18:58:39.730 08:58.0 1242.1 0.0303 -0.0142 0.9678 -2.3 1.3 0.1
2025-05-13 18:58:39.830 08:58.1 1255.2 0.0327 -0.0154 0.9702 -2.1 1.4 0.2
2025-05-13 18:58:39.929 08:58.2 1229.0 0.0298 -0.0127 0.9695 -2.2 1.4 0.1
2025-05-13 18:58:40.029 08:58.3 1215.9 0.0334 -0.0161 0.9597 -2.3 1.2 0.2
2025-05-13 18:58:40.129 08:58.4 1229.0 0.0305 -0.0022 0.9688 -2.2 1.3 -0.0
2025-05-13 18:58:40.229 08:58.5 1215.9 0.0354 -0.0134 0.9795 -2.2 1.4 0.2
2025-05-13 18:58:40.329 08:58.6 1202.8 0.0308 -0.0073 0.9714 -2.3 1.5 0.1
2025-05-13 18:58:40.429 08:58.7 1202.8 0.0400 -0.0139 0.9675 -2.2 1.4 0.2
2025-05-13 18:58:40.529 08:58.8 1189.7 0.0405 -0.0198 0.9712 -2.2 1.3 0.3
2025-05-13 18:58:40.629 08:58.9 1189.7 0.0364 -0.0142 0.9724 -2.2 1.3 0.3
2025-05-13 18:58:40.729 08:59.0 1202.8 0.0315 -0.0173 0.9719 -2.2 1.3 0.4
2025-05-13 18:58:40.829 08:59.1 1229.0 0.0337 -0.0120 0.9697 -2.3 1.2 0.2
2025-05-13 18:58:40.929 08:59.2 1242.1 0.0300 -0.0142 0.9763 -2.2 1.3 0.2
2025-05-13 18:58:41.029 08:59.3 1215.9 0.0342 -0.0186 0.9697 -2.3 1.3 0.1
2025-05-13 18:58:41.129 08:59.4 1189.7 0.0344 -0.0151 0.9592 -2.2 1.2 -0.0
2025-05-13 18:58:41.229 08:59.5 1189.7 0.0291 -0.0117 0.9697 -2.4 1.4 0.2
2025-05-13 18:58:41.329 08:59.6 1202.8 0.0352 -0.0149 0.9761 -2.2 1.7 0.1
2025-05-13 18:58:41.430 08:59.7 1215.9 0.0361 -0.0120 0.9729 -2.2 1.4 0.1
2025-05-13 18:58:41.529 08:59.8 1242.1 0.0430 -0.0193 0.9734 -2.2 1.3 0.1
2025-05-13 18:58:41.629 08:59.9 1242.1 0.0361 -0.0200 0.9668 -2.2 1.2 0.1
2025-05-13 18:58:41.730 09:00.0 1229.0 0.0347 -0.0166 0.9683 -2.2 1.5 0.3
2025-05-13 18:58:41.829 09:00.1 1215.9 0.0371 -0.0144 0.9712 -2.2 1.4 0.2
2025-05-13 18:58:41.930 09:00.2 1202.8 0.0293 -0.0127 0.9705 -2.3 1.3 0.2
2025-05-13 18:58:42.029 09:00.3 1202.8 0.0342 -0.0161 0.9690 -2.0 1.3 0.2
2025-05-13 18:58:42.129 09:00.4 1215.9 0.0339 -0.0142 0.9670 -2.2 1.3 0.2
2025-05-13 18:58:42.229 09:00.5 1202.8 0.0249 -0.0115 0.9673 -2.2 1.4 0.1
2025-05-13 18:58:42.329 09:00.6 1202.8 0.0339 -0.0178 0.9741 -2.2 1.2 0.2
2025-05-13 18:58:42.430 09:00.7 1229.0 0.0327 -0.0095 0.9636 -2.2 1.4 0.1
2025-05-13 18:58:42.530 09:00.8 1229.0 0.0334 -0.0115 0.9712 -2.2 1.2 0.3
2025-05-13 18:58:42.629 09:00.9 1229.0 0.0342 -0.0161 0.9731 -2.3 1.3 0.2
2025-05-13 18:58:42.730 09:01.0 1229.0 0.0359 -0.0190 0.9656 -2.3 1.5 0.2
2025-05-13 18:58:42.829 09:01.1 1229.0 0.0325 -0.0144 0.9707 -2.3 1.4 0.2
2025-05-13 18:58:42.930 09:01.2 1242.1 0.0408 -0.0134 0.9756 -2.3 1.4 0.4
2025-05-13 18:58:43.030 09:01.3 1242.1 0.0303 -0.0154 0.9683 -2.2 1.4 0.2
2025-05-13 18:58:43.129 09:01.4 1215.9 0.0269 -0.0198 0.9705 -2.3 1.3 0.3
2025-05-13 18:58:43.230 09:01.5 1189.7 0.0320 -0.0129 0.9673 -2.2 1.5 0.1
2025-05-13 18:58:43.329 09:01.6 1189.7 0.0310 -0.0144 0.9783 -2.1 1.4 0.2
2025-05-13 18:58:43.429 09:01.7 1189.7 0.0371 -0.0144 0.9707 -2.1 1.4 0.0
2025-05-13 18:58:43.529 09:01.8 1202.8 0.0308 -0.0198 0.9661 -2.2 1.5 0.3
2025-05-13 18:58:43.629 09:01.9 1202.8 0.0271 -0.0168 0.9824 -2.4 1.4 0.3
2025-05-13 18:58:43.729 09:02.0 1215.9 0.0344 -0.0144 0.9707 -2.1 1.2 0.2
2025-05-13 18:58:43.829 09:02.1 1215.9 0.0359 -0.0193 0.9849 -2.2 1.5 0.2
2025-05-13 18:58:43.929 09:02.2 1242.1 0.0391 -0.0154 0.9675 -2.2 1.3 0.2
2025-05-13 18:58:44.029 09:02.3 1242.1 0.0376 -0.0105 0.9749 -2.3 1.3 0.2
2025-05-13 18:58:44.129 09:02.4 1229.0 0.0354 -0.0139 0.9758 -2.2 1.2 0.1
2025-05-13 18:58:44.229 09:02.5 1255.2 0.0322 -0.0178 0.9714 -2.4 1.3 0.2
