timestamp,packet_id,pressure,accel_x,accel_y,accel_z
2025-06-26 20:54:57.442717,123,-294.4,0.133,0.1022,1.0471
2025-06-26 20:54:57.542717,123,-163.4,0.1425,0.1,1.0415
2025-06-26 20:54:57.642717,123,98.8,0.133,0.1052,1.0253
2025-06-26 20:54:57.648105,125,98.8,0.133,0.1052,1.0253
2025-06-26 20:54:57.748105,125,-32.3,0.1396,0.1042,1.0322
2025-06-26 20:54:57.848105,125,-163.4,0.1411,0.103,1.0366
2025-06-26 20:54:59.142961,140,-163.4,0.1357,0.1064,1.0266
2025-06-26 20:54:59.242961,140,-163.4,0.1352,0.1066,1.0268
2025-06-26 20:54:59.342961,140,98.8,0.1416,0.1052,1.0222
2025-06-26 20:54:59.442459,143,229.8,0.1347,0.1059,1.0239
2025-06-26 20:54:59.542459,143,229.8,0.1354,0.1008,1.0219
2025-06-26 20:54:59.642459,143,98.8,0.1367,0.1,1.0249
2025-06-26 20:54:59.745051,146,-294.4,0.1323,0.1044,1.028
2025-06-26 20:54:59.845051,146,-32.3,0.134,0.1052,1.0314
2025-06-26 20:54:59.945051,146,360.9,0.1359,0.0996,1.0314
2025-06-26 20:55:00.088460,149,229.8,0.1384,0.1018,1.029
2025-06-26 20:55:00.188460,149,98.8,0.1374,0.1037,1.0373
2025-06-26 20:55:00.288460,149,-32.3,0.1403,0.1035,1.0307
2025-06-26 20:55:00.341373,152,-32.3,0.1347,0.1044,1.0307
2025-06-26 20:55:00.441373,152,98.8,0.1362,0.1018,1.0307
2025-06-26 20:55:00.541373,152,229.8,0.1354,0.1003,1.0302
2025-06-26 20:55:00.648301,155,98.8,0.1337,0.101,1.029
2025-06-26 20:55:00.748301,155,98.8,0.1374,0.104,1.0322
2025-06-26 20:55:00.848301,155,-163.4,0.1403,0.1054,1.0312
2025-06-26 20:55:00.985089,158,-294.4,0.1381,0.1003,1.0263
2025-06-26 20:55:01.085089,158,-32.3,0.1359,0.1057,1.0234
2025-06-26 20:55:01.185089,158,98.8,0.1413,0.0983,1.0227
2025-06-26 20:55:01.285575,161,98.8,0.132,0.1022,1.029
2025-06-26 20:55:01.385575,161,98.8,0.1401,0.1027,1.0266
2025-06-26 20:55:01.485575,161,98.8,0.1367,0.1044,1.0249
2025-06-26 20:55:01.547998,164,98.8,0.1367,0.1037,1.0258
2025-06-26 20:55:01.647998,164,98.8,0.1333,0.1018,1.0224
2025-06-26 20:55:01.747998,164,-32.3,0.1411,0.1047,1.0236
2025-06-26 20:55:01.846391,167,-163.4,0.133,0.1076,1.0327
2025-06-26 20:55:01.946391,167,-163.4,0.1301,0.1052,1.0322
2025-06-26 20:55:02.046391,167,-32.3,0.1313,0.1015,1.0339
2025-06-26 20:55:02.473083,173,98.8,0.1374,0.1032,1.0258
2025-06-26 20:55:02.573083,173,229.8,0.1403,0.1047,1.0278
2025-06-26 20:55:02.673083,173,98.8,0.1359,0.1049,1.0261
2025-06-26 20:55:02.739633,176,98.8,0.1381,0.1032,1.0302
2025-06-26 20:55:02.839633,176,98.8,0.1342,0.1035,1.0307
2025-06-26 20:55:02.939633,176,98.8,0.1364,0.1047,1.0251
2025-06-26 20:55:03.043742,179,-32.3,0.1298,0.0986,1.0283
2025-06-26 20:55:03.143742,179,-163.4,0.1335,0.1025,1.0263
2025-06-26 20:55:03.243742,179,-32.3,0.1389,0.1047,1.0268
2025-06-26 20:55:03.344048,182,98.8,0.1384,0.1054,1.0217
2025-06-26 20:55:03.444048,182,98.8,0.1345,0.0991,1.0314
2025-06-26 20:55:03.544048,182,98.8,0.1394,0.1013,1.027
2025-06-26 20:55:03.640244,185,229.8,0.1342,0.1047,1.0231
2025-06-26 20:55:03.740244,185,-32.3,0.1386,0.1013,1.0297
2025-06-26 20:55:03.840244,185,-163.4,0.134,0.1032,1.0285
2025-06-26 20:55:03.786303,186,-32.3,0.1386,0.1013,1.0297
2025-06-26 20:55:03.886303,186,-163.4,0.134,0.1032,1.0285
2025-06-26 20:55:03.986303,186,-163.4,0.1369,0.1079,1.0239
2025-06-26 20:55:03.802260,187,-163.4,0.134,0.1032,1.0285
2025-06-26 20:55:03.902260,187,-163.4,0.1369,0.1079,1.0239
2025-06-26 20:55:04.002260,187,-32.3,0.1333,0.1027,1.0327
2025-06-26 20:55:04.220669,188,-163.4,0.1369,0.1079,1.0239
2025-06-26 20:55:04.320669,188,-32.3,0.1333,0.1027,1.0327
2025-06-26 20:55:04.420669,188,360.9,0.1376,0.1081,1.0275
2025-06-26 20:55:05.299334,201,-163.4,0.1389,0.1003,1.03
2025-06-26 20:55:05.399334,201,-425.5,0.1367,0.1032,1.0273
2025-06-26 20:55:05.499334,201,-556.6,0.1345,0.1,1.0292
2025-06-26 20:55:06.039979,209,-425.5,0.1394,0.1035,1.0263
2025-06-26 20:55:06.139979,209,-556.6,0.1342,0.1032,1.0231
2025-06-26 20:55:06.239979,209,-425.5,0.1379,0.1005,1.0229
2025-06-26 20:55:06.941414,218,-163.4,0.1352,0.1052,1.0288
2025-06-26 20:55:07.041414,218,-32.3,0.1362,0.1049,1.03
2025-06-26 20:55:07.141414,218,-163.4,0.1367,0.1079,1.0275
2025-06-26 20:55:07.546623,224,-163.4,0.1462,0.0891,1.0129
2025-06-26 20:55:07.646623,224,98.8,0.0979,0.113,1.0634
2025-06-26 20:55:07.746623,224,-32.3,0.1179,0.1098,1.0358
2025-06-26 20:55:07.841054,227,98.8,0.1411,0.1098,1.0185
2025-06-26 20:55:07.941054,227,229.8,0.134,0.1142,1.0173
2025-06-26 20:55:08.041054,227,-32.3,0.1379,0.1057,1.0195
2025-06-26 20:55:08.449304,233,-163.4,0.1252,0.1098,1.0231
2025-06-26 20:55:08.549304,233,-163.4,0.1223,0.1149,1.0209
2025-06-26 20:55:08.649304,233,-163.4,0.1342,0.1137,1.0234
2025-06-26 20:55:09.047623,239,-687.7,0.0039,0.1352,1.0212
2025-06-26 20:55:09.147623,239,-556.6,0.1623,0.0571,1.1359
2025-06-26 20:55:09.247623,239,-556.6,0.0976,0.1018,1.03
2025-06-26 20:55:09.345343,242,-163.4,0.1472,0.1542,1.0561
2025-06-26 20:55:09.445343,242,98.8,0.1325,0.1384,1.0551
