timestamp,packet_id,pressure,accel_x,accel_y,accel_z
2025-07-16 15:14:14.917108,91,2984.4,0.0021,0.0908,1.0827
2025-07-16 15:14:15.017108,91,3246.5,-0.0031,0.092,1.0825
2025-07-16 15:14:15.117108,91,-3044.9,-0.0026,0.0915,1.0832
2025-07-16 15:14:15.298163,95,2853.3,-0.0021,0.0925,1.0808
2025-07-16 15:14:15.398163,95,2722.3,-0.0031,0.0927,1.0793
2025-07-16 15:14:15.498163,95,2722.3,-0.0026,0.0917,1.083
2025-07-16 15:14:16.089842,103,2329.0,-0.0009,0.0913,1.0793
2025-07-16 15:14:16.189842,103,2329.0,-0.0075,0.09,1.0795
2025-07-16 15:14:16.289842,103,2460.1,-0.0026,0.0888,1.0837
2025-07-16 15:14:16.425737,105,2853.3,-0.0051,0.0874,1.0837
2025-07-16 15:14:16.525737,105,2853.3,-0.0043,0.0891,1.0773
2025-07-16 15:14:17.513523,117,-3176.0,-0.0014,0.0915,1.0854
2025-07-16 15:14:17.613523,117,-3176.0,-0.0009,0.0881,1.083
2025-07-16 15:14:17.713523,117,3115.5,0.0017,0.0915,1.0786
2025-07-16 15:14:17.801966,118,3115.5,-0.0026,0.0915,1.0822
2025-07-16 15:14:17.891786,119,2984.4,0.0007,0.0881,1.0732
2025-07-16 15:14:18.410980,126,2984.4,-0.0051,0.0898,1.0754
2025-07-16 15:14:18.510980,126,2591.2,-0.0014,0.0908,1.0866
2025-07-16 15:14:18.610980,126,2198.0,-0.0026,0.0891,1.0834
2025-07-16 15:14:20.392168,146,3246.5,0.0021,0.0881,1.0834
2025-07-16 15:14:20.492168,146,2722.3,0.0009,0.0881,1.082
2025-07-16 15:14:20.592168,146,2722.3,-0.0014,0.0922,1.0793
2025-07-16 15:14:21.090524,153,3246.5,-0.0046,0.0886,1.0854
2025-07-16 15:14:21.190524,153,3246.5,-0.0046,0.0915,1.0822
2025-07-16 15:14:21.290524,153,3115.5,0.0009,0.0908,1.0812
2025-07-16 15:14:22.088931,163,2853.3,-0.0009,0.0922,1.0842
2025-07-16 15:14:22.188931,163,2984.4,-0.0004,0.0891,1.0854
2025-07-16 15:14:22.288931,163,2853.3,-0.0036,0.0944,1.0766
2025-07-16 15:14:22.392264,166,2984.4,-0.0014,0.0935,1.0778
2025-07-16 15:14:22.492264,166,2722.3,-0.0012,0.0927,1.0803
2025-07-16 15:14:22.592264,166,2591.2,-0.0019,0.0905,1.0786
2025-07-16 15:14:22.890131,171,2984.4,-0.0002,0.0905,1.0791
2025-07-16 15:14:22.990131,171,2984.4,-0.0002,0.0908,1.0793
2025-07-16 15:14:23.090131,171,2853.3,-0.0002,0.0917,1.08
2025-07-16 15:14:24.501559,187,2984.4,0.0012,0.093,1.0795
2025-07-16 15:14:24.601559,187,2853.3,-0.0002,0.0895,1.0878
2025-07-16 15:14:24.701559,187,2984.4,-0.0012,0.093,1.0822
2025-07-16 15:14:24.798264,190,3246.5,0.0,0.0881,1.0825
2025-07-16 15:14:24.898264,190,3115.5,0.0,0.0883,1.0825
2025-07-16 15:14:24.998264,190,2722.3,-0.0031,0.0927,1.0773
2025-07-16 15:14:25.113424,193,2591.2,-0.0034,0.0898,1.0864
2025-07-16 15:14:25.213424,193,3115.5,-0.0012,0.0908,1.0776
2025-07-16 15:14:25.313424,193,3115.5,0.0009,0.0895,1.0825
2025-07-16 15:14:27.990592,222,2853.3,0.0019,0.0861,1.0803
2025-07-16 15:14:28.090592,222,2591.2,0.0002,0.0905,1.0808
