timestamp,packet_id,pressure,accel_x,accel_y,accel_z
2025-06-04 14:39:10.307553,199,-687.7,-0.0231,-0.0258,1.1601
2025-06-04 14:39:10.407553,199,-687.7,-0.0239,-0.0283,1.1582
2025-06-04 14:39:10.507553,199,-818.7,-0.0227,-0.029,1.1621
2025-06-04 14:39:10.444562,201,-818.7,-0.0227,-0.029,1.1621
2025-06-04 14:39:10.544562,201,-687.7,-0.0219,-0.0285,1.164
2025-06-04 14:39:10.644562,201,-687.7,-0.0185,-0.0263,1.1625
2025-06-04 14:39:10.645889,203,-687.7,-0.0185,-0.0263,1.1625
2025-06-04 14:39:10.745889,203,-556.6,-0.0209,-0.0327,1.164
2025-06-04 14:39:10.845889,203,-687.7,-0.0224,-0.0292,1.1618
2025-06-04 14:39:11.751558,214,-687.7,-0.0227,-0.0292,1.165
2025-06-04 14:39:11.851558,214,-687.7,-0.02,-0.028,1.1625
2025-06-04 14:39:11.951558,214,-556.6,-0.0234,-0.028,1.1525
2025-06-04 14:39:12.098414,217,-818.7,-0.0244,-0.0307,1.1601
2025-06-04 14:39:12.198414,217,-687.7,-0.0229,-0.0302,1.1606
2025-06-04 14:39:12.298414,217,-294.4,-0.0219,-0.0297,1.1586
2025-06-04 14:39:12.257305,219,-294.4,-0.0219,-0.0297,1.1586
2025-06-04 14:39:12.357305,219,-556.6,-0.0234,-0.0307,1.1621
2025-06-04 14:39:12.457305,219,-556.6,-0.0222,-0.0278,1.1547
2025-06-04 14:39:13.303603,230,-556.6,-0.0207,-0.0302,1.1586
2025-06-04 14:39:13.403603,230,-556.6,-0.0214,-0.027,1.1611
2025-06-04 14:39:13.503603,230,-425.5,-0.0227,-0.0307,1.1542
2025-06-04 14:39:13.592523,232,-425.5,-0.0227,-0.0307,1.1542
2025-06-04 14:39:13.692523,232,-556.6,-0.0229,-0.0307,1.1611
2025-06-04 14:39:13.792523,232,-687.7,-0.0249,-0.0266,1.1577
2025-06-04 14:39:13.619130,233,-556.6,-0.0229,-0.0307,1.1611
2025-06-04 14:39:13.719130,233,-687.7,-0.0249,-0.0266,1.1577
2025-06-04 14:39:13.819130,233,-687.7,-0.0246,-0.0292,1.1633
2025-06-04 14:39:13.951693,236,-687.7,-0.0209,-0.0351,1.1596
2025-06-04 14:39:14.051693,236,-425.5,-0.0249,-0.028,1.1582
2025-06-04 14:39:14.151693,236,-163.4,-0.0273,-0.0285,1.1567
2025-06-04 14:39:14.789633,244,-556.6,-0.0214,-0.029,1.1708
2025-06-04 14:39:14.889633,244,-687.7,-0.0217,-0.029,1.1608
2025-06-04 14:39:14.989633,244,-687.7,-0.02,-0.0297,1.1689
2025-06-04 14:39:14.863227,245,-687.7,-0.0217,-0.029,1.1608
2025-06-04 14:39:14.963227,245,-687.7,-0.02,-0.0297,1.1689
2025-06-04 14:39:15.063227,245,-687.7,-0.0197,-0.0268,1.1613
2025-06-04 14:39:15.090242,247,-687.7,-0.0197,-0.0268,1.1613
2025-06-04 14:39:15.190242,247,-687.7,-0.0231,-0.03,1.155
2025-06-04 14:39:15.290242,247,-556.6,-0.0231,-0.0312,1.1652
2025-06-04 14:39:15.119817,248,-687.7,-0.0231,-0.03,1.155
2025-06-04 14:39:15.219817,248,-556.6,-0.0231,-0.0312,1.1652
2025-06-04 14:39:15.319817,248,-425.5,-0.02,-0.03,1.1562
2025-06-04 14:39:16.513758,6,-163.4,-0.0222,-0.0329,1.1625
2025-06-04 14:39:16.613758,6,-556.6,-0.0261,-0.0273,1.1643
2025-06-04 14:39:16.713758,6,-687.7,-0.0217,-0.027,1.1591
2025-06-04 14:39:16.645755,7,-556.6,-0.0261,-0.0273,1.1643
2025-06-04 14:39:16.745755,7,-687.7,-0.0217,-0.027,1.1591
2025-06-04 14:39:16.845755,7,-556.6,-0.0244,-0.0251,1.1604
2025-06-04 14:39:17.192931,12,-294.4,-0.0251,-0.027,1.1525
2025-06-04 14:39:17.292931,12,-556.6,-0.0207,-0.0302,1.1638
2025-06-04 14:39:17.392931,12,-687.7,-0.0258,-0.031,1.1667
2025-06-04 14:39:17.488627,15,-556.6,-0.02,-0.027,1.1623
2025-06-04 14:39:17.588627,15,-32.3,-0.0195,-0.0268,1.1623
2025-06-04 14:39:17.688627,15,-163.4,-0.0224,-0.028,1.1601
2025-06-04 14:39:17.795948,18,-556.6,-0.0195,-0.0305,1.1591
2025-06-04 14:39:17.895948,18,-294.4,-0.0244,-0.0302,1.1616
2025-06-04 14:39:17.995948,18,-163.4,-0.0273,-0.0266,1.1599
2025-06-04 14:39:18.704410,28,-294.4,-0.0219,-0.0322,1.1547
2025-06-04 14:39:18.804410,28,-294.4,-0.0234,-0.0273,1.1643
2025-06-04 14:39:18.904410,28,-687.7,-0.0209,-0.0288,1.1616
2025-06-04 14:39:19.009234,30,-687.7,-0.0209,-0.0288,1.1616
