timestamp,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
25:32.7,1110.9,-0.1706,-0.0405,0.9309,0,0,0
25:32.8,1150.3,-0.0852,0.0012,0.9768,0,0,0
25:32.8,1150.3,-0.0852,0.0012,0.9768,0,0,0
25:33.1,1150.3,-0.0971,-0.01,0.9523,0,0,0
25:33.1,1150.3,-0.0971,-0.01,0.9523,0,0,0
25:33.1,1150.3,-0.1791,-0.0551,0.9433,0,0,0
25:33.1,1150.3,-0.1791,-0.0551,0.9433,0,0,0
25:33.2,1150.3,-0.1791,-0.0551,0.9433,0,0,0
25:33.2,1150.3,-0.1791,-0.0551,0.9433,0,0,0
25:33.4,1124,-0.176,-0.0397,0.926,0,0,0
25:33.4,1124,-0.176,-0.0397,0.926,0,0,0
25:33.5,1137.2,-0.1416,-0.0729,0.9755,0,0,0
25:33.5,1137.2,-0.1416,-0.0729,0.9755,0,0,0
25:33.6,1150.3,-0.1401,-0.0166,0.9628,0,0,0
25:33.6,1150.3,-0.1401,-0.0166,0.9628,0,0,0
25:33.7,1176.5,-0.1037,-0.0559,0.9626,0,0,0
25:33.7,1176.5,-0.1037,-0.0559,0.9626,0,0,0
25:33.9,1189.6,-0.1198,-0.0544,0.955,0,0,0
25:34.0,1176.5,-0.1486,-0.0385,0.9526,0,0,0
25:34.0,1150.3,-0.1853,-0.0412,0.9345,0,0,0
25:34.0,1150.3,-0.1853,-0.0412,0.9345,0,0,0
25:34.0,1150.3,-0.1853,-0.0412,0.9345,0,0,0
25:34.0,1150.3,-0.1853,-0.0412,0.9345,0,0,0
25:34.0,1150.3,-0.1457,-0.0478,0.9672,0,0,0
25:34.0,1150.3,-0.1457,-0.0478,0.9672,0,0,0
25:34.2,1163.4,-0.177,-0.0668,0.9599,0,0,0
25:34.2,1163.4,-0.177,-0.0668,0.9599,0,0,0
25:34.2,1176.5,-0.1372,-0.018,0.9516,0,0,0
25:34.2,1176.5,-0.1372,-0.018,0.9516,0,0,0
25:34.4,1163.4,-0.1711,-0.0661,0.9553,0,0,0
25:34.4,1163.4,-0.1711,-0.0661,0.9553,0,0,0
25:34.4,1150.3,-0.1301,-0.039,0.9519,0,0,0
25:34.4,1150.3,-0.1301,-0.039,0.9519,0,0,0
25:34.7,1137.2,-0.1398,-0.0507,0.9545,0,0,0
25:34.7,1137.2,-0.1398,-0.0507,0.9545,0,0,0
25:34.7,1150.3,-0.144,-0.0278,0.955,0,0,0
25:34.7,1150.3,-0.144,-0.0278,0.955,0,0,0
25:35.3,1110.9,-0.1125,-0.031,0.9562,0,0,0
25:35.3,1137.2,-0.1347,-0.0466,0.958,0,0,0
25:35.3,1137.2,-0.1347,-0.0466,0.958,0,0,0
25:35.3,1110.9,-0.081,-0.0539,0.9567,0,0,0
25:35.3,1110.9,-0.081,-0.0539,0.9567,0,0,0
25:35.6,1137.2,-0.1174,-0.0319,0.9497,0,0,0
25:35.6,1137.2,-0.1174,-0.0319,0.9497,0,0,0
25:35.6,1137.2,-0.1186,-0.031,0.958,0,0,0
25:35.6,1137.2,-0.1186,-0.031,0.958,0,0,0
25:35.9,1124,-0.1335,-0.0258,0.9645,0,0,0
25:35.9,1124,-0.1335,-0.0258,0.9645,0,0,0
25:36.2,1124,-0.1489,-0.049,0.9641,0,0,0
25:36.2,1202.7,-0.1665,-0.0334,0.9587,0,0,0
25:36.2,1202.7,-0.1665,-0.0334,0.9587,0,0,0
25:36.5,1163.4,-0.1188,-0.0676,0.9453,0,0,0
25:36.5,1163.4,-0.1188,-0.0676,0.9453,0,0,0
