timestamp,pressure,accel_x,accel_y,accel_z
11:29.3,1268.3,0.4785,0.8156,-0.3415
11:29.5,1255.2,0.5593,0.8395,-0.3061
11:29.5,1255.2,0.5593,0.8395,-0.3061
11:29.6,1255.2,0.5593,0.8395,-0.3061
11:29.6,1255.2,0.5593,0.8395,-0.3061
11:29.9,1294.5,0.5798,0.7482,-0.3764
11:29.9,1294.5,0.5798,0.7482,-0.3764
11:30.1,1294.5,0.6389,0.966,-0.3811
11:30.1,1294.5,0.6389,0.966,-0.3811
11:31.1,1268.3,1.3637,1.0673,-0.1166
11:31.1,1268.3,1.3637,1.0673,-0.1166
11:31.1,1281.4,0.8298,0.6569,0.0241
11:31.1,1281.4,0.8298,0.6569,0.0241
11:31.4,1281.4,0.5207,-0.0405,0.1945
11:31.4,1281.4,0.5207,-0.0405,0.1945
11:31.4,1307.6,0.75,0.0583,0.8823
11:31.4,1307.6,0.75,0.0583,0.8823
11:31.8,1268.3,0.3898,-0.0798,0.6569
11:31.8,1268.3,0.3898,-0.0798,0.6569
11:32.0,1229,0.3959,-0.1293,0.6938
11:32.0,1229,0.3959,-0.1293,0.6938
11:32.3,1229,0.4558,0.229,0.6855
11:32.3,1229,0.4558,0.229,0.6855
11:32.9,1281.4,0.3815,0.2446,0.9047
11:32.9,1281.4,0.3815,0.2446,0.9047
11:33.1,1268.3,0.1477,0.0146,0.9421
11:33.1,1268.3,0.1477,0.0146,0.9421
11:33.5,1268.3,0.1318,-0.1535,0.8474
11:33.5,1268.3,0.1318,-0.1535,0.8474
11:34.0,1255.2,0.0551,0.0136,0.9775
11:34.0,1255.2,0.0551,0.0136,0.9775
11:34.1,1255.2,0.0551,0.0136,0.9775
11:34.1,1255.2,0.0551,0.0136,0.9775
11:34.3,1294.5,0.0388,-0.0195,0.9643
11:34.3,1294.5,0.0388,-0.0195,0.9643
11:34.4,1294.5,0.0388,-0.0195,0.9643
11:34.4,1294.5,0.0388,-0.0195,0.9643
11:34.5,1255.2,0.0373,-0.0153,0.9677
11:34.5,1255.2,0.0373,-0.0153,0.9677
11:34.7,1294.5,0.027,0.01,0.9316
11:34.7,1294.5,0.027,0.01,0.9316
11:35.1,1333.8,0.114,-0.1418,0.8107
11:35.1,1333.8,0.114,-0.1418,0.8107
11:37.3,1242.1,0.029,-0.0124,0.9692
11:37.3,1242.1,0.029,-0.0124,0.9692
11:37.6,1268.3,0.0351,-0.0163,0.9672
11:37.6,1268.3,0.0351,-0.0163,0.9672
11:38.3,1242.1,0.0334,-0.0151,0.9699
11:40.0,1268.3,0.031,-0.0122,0.9685
11:40.0,1268.3,0.031,-0.0122,0.9685
11:40.3,1307.6,0.0322,-0.0102,0.9663
11:40.3,1307.6,0.0322,-0.0102,0.9663
11:40.6,1333.8,0.0378,-0.0192,0.9689
11:40.6,1333.8,0.0378,-0.0192,0.9689
11:41.8,1268.3,0.0363,-0.0144,0.967
11:41.8,1268.3,0.0363,-0.0144,0.967
11:42.3,1320.7,0.0336,-0.02,0.9709
11:42.3,1320.7,0.0336,-0.02,0.9709
11:42.3,1307.6,0.0349,-0.0136,0.9711
11:42.4,1307.6,0.0371,-0.0134,0.9663
11:42.4,1307.6,0.0371,-0.0134,0.9663
11:43.3,1307.6,0.0327,-0.0153,0.9677
11:43.3,1307.6,0.0327,-0.0153,0.9677
11:43.7,1307.6,0.0327,-0.0117,0.9633
11:43.7,1307.6,0.0327,-0.0117,0.9633
11:43.9,1307.6,0.0322,-0.019,0.9733
11:43.9,1307.6,0.0322,-0.019,0.9733
11:44.0,1294.5,0.039,-0.0166,0.9694
11:44.0,1294.5,0.039,-0.0166,0.9694
11:44.3,1294.5,0.0388,-0.0205,0.9665
11:44.6,1307.6,0.0385,-0.0161,0.9597
11:44.6,1307.6,0.0385,-0.0161,0.9597
11:44.8,1268.3,0.0341,-0.0161,0.9733
11:44.8,1268.3,0.0341,-0.0161,0.9733
11:45.4,1281.4,0.039,-0.0119,0.9643
11:45.7,1242.1,0.0322,-0.0144,0.9616
11:45.7,1242.1,0.0322,-0.0144,0.9616
11:46.1,1255.2,0.0319,-0.0148,0.9716
11:46.1,1255.2,0.0319,-0.0148,0.9716
11:46.7,1294.5,0.0322,0.2814,0.8581
11:46.7,1307.6,0.2651,0.4179,0.9079
11:46.7,1307.6,0.2651,0.4179,0.9079
11:48.1,1294.5,0.0358,-0.0202,0.9604
11:48.1,1294.5,0.0358,-0.0202,0.9604
11:48.2,1294.5,0.0358,-0.0202,0.9604
11:48.2,1294.5,0.0358,-0.0202,0.9604
11:48.7,1268.3,0.03,-0.0151,0.9641
11:48.7,1268.3,0.03,-0.0151,0.9641
11:49.0,1255.2,0.0354,-0.0153,0.967
11:49.0,1255.2,0.0354,-0.0153,0.967
11:49.1,1255.2,0.0354,-0.0153,0.967
11:49.1,1255.2,0.0354,-0.0153,0.967
11:49.3,1281.4,0.0327,-0.0136,0.9699
11:49.3,1281.4,0.0327,-0.0136,0.9699
11:49.4,1255.2,0.0371,-0.0097,0.9687
11:49.4,1255.2,0.0371,-0.0097,0.9687
11:49.6,1307.6,0.0356,-0.0134,0.9775
11:49.6,1307.6,0.0356,-0.0134,0.9775
11:49.9,1294.5,0.0361,-0.009,0.9658
11:49.9,1294.5,0.0361,-0.009,0.9658
11:50.3,1294.5,0.0361,-0.009,0.9658
11:50.6,1320.7,0.0351,-0.0146,0.9797
11:50.6,1320.7,0.0351,-0.0146,0.9797
11:51.2,1281.4,0.0407,-0.0205,0.9619
11:51.5,1268.3,0.0292,-0.0212,0.9697
11:51.5,1268.3,0.0292,-0.0212,0.9697
11:51.5,1294.5,0.03,-0.0173,0.9714
11:51.5,1294.5,0.03,-0.0173,0.9714
11:51.8,1242.1,0.0363,-0.0212,0.9707
11:51.8,1242.1,0.0358,-0.02,0.9692
11:51.8,1242.1,0.0358,-0.02,0.9692
11:52.0,1229,0.0395,-0.0144,0.9692
11:52.0,1229,0.0395,-0.0144,0.9692
11:52.1,1229,0.0395,-0.0144,0.9692
11:52.1,1229,0.0395,-0.0144,0.9692
11:52.3,1255.2,0.0334,-0.0173,0.9721
11:52.3,1255.2,0.0334,-0.0173,0.9721
11:52.6,1255.2,0.0339,-0.0158,0.9724
11:52.6,1255.2,0.0339,-0.0158,0.9724
11:52.7,1255.2,0.0339,-0.0158,0.9724
11:52.9,1281.4,0.0341,-0.017,0.9602
11:52.9,1281.4,0.0341,-0.017,0.9602
11:53.0,1281.4,0.0341,-0.017,0.9602
11:53.0,1281.4,0.0341,-0.017,0.9602
11:54.2,1268.3,0.0327,-0.0217,0.977
11:54.2,1268.3,0.0327,-0.0217,0.977
11:54.4,1268.3,0.029,-0.0146,0.9602
11:54.4,1268.3,0.029,-0.0146,0.9602
11:54.5,1268.3,0.029,-0.0146,0.9602
11:54.5,1268.3,0.029,-0.0146,0.9602
11:54.5,1268.3,0.041,-0.0185,0.9689
11:54.5,1268.3,0.041,-0.0185,0.9689
11:55.3,1320.7,0.0341,-0.0109,0.9765
11:55.3,1320.7,0.0341,-0.0109,0.9765
11:55.6,1294.5,0.0336,-0.0117,0.9682
11:55.6,1294.5,0.0336,-0.0117,0.9682
11:56.8,1281.4,0.03,-0.0131,0.9682
11:56.8,1281.4,0.03,-0.0131,0.9682
11:57.1,1307.6,0.0297,-0.0158,0.9663
11:57.1,1307.6,0.0297,-0.0158,0.9663
11:57.7,1255.2,0.0314,-0.0192,0.9677
11:58.0,1346.9,0.0314,-0.0136,0.9709
11:58.0,1346.9,0.0314,-0.0136,0.9709
11:58.3,1320.7,0.0402,-0.0144,0.9736
11:58.3,1320.7,0.0402,-0.0144,0.9736
11:58.6,1281.4,0.0371,-0.0178,0.979
11:58.6,1281.4,0.0371,-0.0178,0.979
11:59.8,1333.8,0.0358,-0.0144,0.9716
11:59.8,1307.6,0.0349,-0.0153,0.9643
11:59.8,1307.6,0.0349,-0.0153,0.9643
12:00.6,1333.8,0.0329,-0.01,0.9753
12:00.6,1333.8,0.0329,-0.01,0.9753
12:00.6,1307.6,0.0322,-0.0166,0.9685
12:00.6,1307.6,0.0322,-0.0166,0.9685
12:00.7,1294.5,0.0344,-0.0124,0.9694
12:00.7,1294.5,0.0344,-0.0124,0.9694
12:01.0,1281.4,0.03,-0.0185,0.9714
12:01.0,1281.4,0.03,-0.0185,0.9714
12:02.7,1294.5,0.0349,-0.0146,0.9687
12:02.7,1294.5,0.0349,-0.0146,0.9687
12:02.9,1294.5,0.0317,-0.0175,0.9724
12:02.9,1294.5,0.0317,-0.0175,0.9724
12:02.9,1294.5,0.0317,-0.0175,0.9724
12:03.1,1320.7,0.0349,-0.0129,0.9707
12:03.1,1320.7,0.0349,-0.0129,0.9707
12:03.3,1320.7,0.0419,-0.0104,0.9702
12:03.3,1320.7,0.0419,-0.0104,0.9702
12:03.4,1281.4,0.0322,-0.0139,0.9726
12:03.4,1281.4,0.0322,-0.0139,0.9726
12:03.7,1307.6,0.0336,-0.0141,0.9697
12:03.7,1307.6,0.0378,-0.0119,0.9643
12:03.7,1307.6,0.0378,-0.0119,0.9643
12:03.8,1307.6,0.0378,-0.0119,0.9643
12:03.8,1307.6,0.0378,-0.0119,0.9643
12:04.0,1242.1,0.0356,-0.0139,0.9748
12:04.0,1242.1,0.0356,-0.0139,0.9748
12:04.4,1281.4,0.0366,-0.019,0.9702
12:04.4,1320.7,0.0383,-0.0129,0.9711
12:04.4,1320.7,0.0383,-0.0129,0.9711
12:05.3,1281.4,0.0375,-0.0166,0.9672
12:05.6,1281.4,0.0344,-0.0217,0.967
12:05.6,1281.4,0.0344,-0.0217,0.967
12:05.8,1255.2,0.0417,-0.0185,0.9699
12:05.8,1255.2,0.0417,-0.0185,0.9699
12:06.2,1294.5,0.0378,-0.0153,0.9685
12:06.2,1294.5,0.0378,-0.0153,0.9685
12:06.5,1307.6,0.0358,-0.0112,0.978
12:06.7,1307.6,0.0361,-0.0161,0.9672
12:06.7,1307.6,0.0361,-0.0161,0.9672
12:07.1,1333.8,0.0366,-0.0148,0.9704
12:07.1,1307.6,0.0334,-0.0241,0.9746
12:07.1,1307.6,0.0334,-0.0241,0.9746
12:07.4,1320.7,0.0327,-0.0192,0.9665
12:08.3,1346.9,0.0361,-0.0173,0.9699
12:08.3,1346.9,0.0361,-0.0173,0.9699
12:08.8,1307.6,0.0351,-0.0107,0.9645
12:08.8,1307.6,0.0351,-0.0107,0.9645
12:08.9,1307.6,0.0351,-0.0107,0.9645
12:08.9,1307.6,0.0351,-0.0107,0.9645
12:08.9,1333.8,0.0422,-0.0104,0.9721
12:08.9,1333.8,0.0422,-0.0104,0.9721
12:09.1,1281.4,0.0354,-0.0144,0.9812
12:09.1,1281.4,0.0354,-0.0144,0.9812
12:09.2,1281.4,0.0354,-0.0144,0.9812
12:09.2,1281.4,0.0354,-0.0144,0.9812
12:10.1,1294.5,0.0373,-0.017,0.9665
12:10.1,1294.5,0.0373,-0.017,0.9665
12:10.2,1281.4,0.028,-0.0134,0.9643
12:10.2,1281.4,0.0324,-0.018,0.9697
12:10.2,1281.4,0.0324,-0.018,0.9697
12:10.7,1294.5,0.0344,-0.0161,0.9665
12:11.2,1268.3,0.1791,-0.0339,0.8635
12:11.2,1268.3,0.1791,-0.0339,0.8635
12:12.1,1281.4,0.0617,0.0874,0.9628
12:12.5,1294.5,0.1047,-0.0007,0.6535
12:12.5,1294.5,0.1047,-0.0007,0.6535
12:12.8,1294.5,0.5009,0.1511,1.2648
12:13.1,1215.8,0.4863,0.2358,1.416
12:13.1,1215.8,0.4863,0.2358,1.416
12:13.4,1281.4,0.1086,-0.0415,0.2639
12:13.4,1281.4,0.1086,-0.0415,0.2639
12:13.4,1268.3,0.3862,0.1313,1.382
12:14.3,1294.5,0.664,0.1054,1.998
12:14.3,1294.5,0.664,0.1054,1.998
12:14.6,1320.7,0.0654,-0.0305,0.3039
12:15.2,1268.3,0.1142,0.0205,0.4482
12:15.2,1268.3,0.1142,0.0205,0.4482
12:15.7,1268.3,1.2299,-0.1752,0.7036
12:15.7,1268.3,1.2299,-0.1752,0.7036
12:16.1,1268.3,0.7387,-0.0231,0.1047
12:16.1,1268.3,0.7387,-0.0231,0.1047
12:16.4,1281.4,-0.5104,0.372,1.0114
12:16.6,1255.2,0.4133,-0.0874,0.3203
12:16.6,1255.2,0.4133,-0.0874,0.3203
12:16.7,1255.2,1.2316,0.1477,0.7136
12:16.7,1255.2,1.2316,0.1477,0.7136
12:17.5,1294.5,0.4458,-0.0637,0.1806
12:17.5,1294.5,0.4458,-0.0637,0.1806
12:18.1,1307.6,-0.4001,0.0905,1.1286
12:18.1,1307.6,-0.4001,0.0905,1.1286
12:18.5,1268.3,1.4262,-0.008,-0.1423
12:18.5,1268.3,1.4262,-0.008,-0.1423
12:18.7,1294.5,1.1176,0.3039,-0.1989
12:18.7,1294.5,1.1176,0.3039,-0.1989
12:18.9,1294.5,0.4052,0.1191,0.364
12:18.9,1294.5,0.4052,0.1191,0.364
12:19.6,1215.8,1.0065,0.35,0.0712
12:19.6,1215.8,1.0065,0.35,0.0712
12:20.1,1255.2,-0.2839,0.1533,1.2265
12:20.1,1255.2,0.2282,0.2485,0.8376
12:20.1,1255.2,0.2282,0.2485,0.8376
12:20.8,1281.4,0.218,0.1457,0.9501
12:20.8,1281.4,0.218,0.1457,0.9501
12:21.1,1294.5,0.2675,0.1157,0.944
12:21.1,1294.5,0.2675,0.1157,0.944
12:21.5,1294.5,0.3393,0.0988,0.9125
12:21.5,1294.5,0.3393,0.0988,0.9125
12:21.8,1268.3,0.3442,0.0937,0.9204
12:21.8,1268.3,0.3442,0.0937,0.9204
12:22.1,1268.3,0.3474,0.0786,0.9094
12:22.1,1268.3,0.3474,0.0786,0.9094
12:22.4,1268.3,0.3696,0.052,0.8579
12:22.4,1268.3,0.3696,0.052,0.8579
12:22.6,1229,0.384,0.0122,0.9509
12:22.6,1229,0.384,0.0122,0.9509
12:22.7,1229,0.4179,0.0883,0.8767
12:22.7,1229,0.4179,0.0883,0.8767
12:23.0,1242.1,0.4255,0.0778,0.8991
12:23.0,1242.1,0.4255,0.0778,0.8991
12:23.3,1242.1,0.3618,0.0637,0.9174
12:23.3,1255.2,0.2619,0.0905,0.967
12:23.3,1255.2,0.2619,0.0905,0.967
12:23.8,1294.5,0.3273,-0.0056,1.1853
12:23.8,1294.5,0.3273,-0.0056,1.1853
