00:47.9 11503.6 0.1099 0.0217 0.9702 -2.3 1.5 0.1
00:48.0 11241.5 0.1077 0.0149 0.9712 -2.2 1.2 0.3
00:48.1 11372.5 0.1060 0.0198 0.9597 -2.5 1.2 0.2
00:48.2 11372.5 0.1018 0.0195 0.9612 -2.6 1.0 0.2
00:48.3 11241.5 0.1069 0.0266 0.9727 -2.2 1.6 0.3
00:48.4 11110.4 0.1035 0.0244 0.9761 -1.9 1.8 0.2
00:48.5 11372.5 0.1101 0.0232 0.9758 -1.9 1.7 0.4
00:48.6 11372.5 0.1021 0.0239 0.9685 -2.0 1.6 0.4
00:48.7 11110.4 0.1123 0.0237 0.9612 -2.0 1.7 0.3
00:48.8 11110.4 0.1096 0.0225 0.9712 -2.5 1.3 0.1
00:48.9 11503.6 0.1116 0.0232 0.9668 -2.5 0.9 0.3
00:49.0 11634.7 0.1064 0.0232 0.9731 -2.3 1.1 0.3
00:49.1 11503.6 0.1108 0.0188 0.9644 -2.4 1.3 0.2
00:49.2 11372.5 0.1096 0.0234 0.9714 -2.2 1.4 0.1
00:49.3 11241.5 0.1094 0.0190 0.9661 -2.2 1.5 0.2
00:49.4 11241.5 0.1021 0.0220 0.9690 -2.1 1.4 0.0
00:49.5 11110.4 0.1050 0.0210 0.9717 -2.2 1.4 0.2
00:49.6 11372.5 0.1094 0.0195 0.9644 -2.0 1.5 0.1
00:49.7 11634.7 0.1057 0.0222 0.9602 -2.2 1.5 0.3
00:49.8 11634.7 0.1064 0.0159 0.9575 -1.9 1.7 0.4
00:49.9 11503.6 0.1091 0.0173 0.9709 -2.2 1.5 0.3
00:50.0 11503.6 0.1001 0.0178 0.9727 -2.3 1.2 0.4
00:50.1 11503.6 0.1033 0.0256 0.9670 -2.4 1.3 0.1
00:50.2 11110.4 0.1013 0.0212 0.9675 -2.4 1.2 0.3
00:50.3 11110.4 0.1067 0.0198 0.9685 -2.4 1.1 0.1
00:50.4 11372.5 0.1091 0.0168 0.9734 -2.3 1.5 0.2
00:50.5 11634.7 0.1067 0.0183 0.9651 -2.2 1.3 0.3
00:50.6 11765.8 0.1023 0.0205 0.9629 -2.2 1.5 0.2
00:50.7 11765.8 0.1001 0.0232 0.9739 -2.3 1.4 0.4
00:50.8 11634.7 0.1033 0.0190 0.9663 -2.5 1.4 0.1
00:50.9 11372.5 0.1084 0.0273 0.9705 -2.4 1.4 0.3
00:51.0 11503.6 0.1025 0.0217 0.9729 -2.3 1.3 0.3
00:51.1 11634.7 0.1082 0.0159 0.9641 -2.4 1.4 0.0
00:51.2 11503.6 0.1025 0.0205 0.9661 -2.2 1.5 0.4
00:51.3 11634.7 0.1101 0.0244 0.9685 -2.2 1.4 0.2
00:51.4 11503.6 0.1050 0.0259 0.9656 -2.3 1.2 0.3
00:51.5 11372.5 0.1111 0.0208 0.9719 -2.1 1.4 0.2
00:51.6 11634.7 0.1064 0.0188 0.9653 -2.4 1.4 0.3
00:51.7 11503.6 0.1047 0.0186 0.9675 -2.3 1.4 0.3
00:51.8 11372.5 0.1052 0.0261 0.9641 -2.2 1.2 0.1
00:51.9 11372.5 0.1001 0.0232 0.9736 -2.3 1.1 0.3
00:52.0 11503.6 0.1040 0.0205 0.9651 -2.3 1.2 0.2
00:52.1 11503.6 0.1023 0.0251 0.9673 -2.3 1.3 0.1
00:52.2 11503.6 0.1023 0.0212 0.9663 -2.3 1.5 0.1
00:52.3 11634.7 0.1072 0.0168 0.9695 -2.3 1.4 0.2
00:52.4 11634.7 0.1060 0.0259 0.9612 -2.0 1.5 -0.0
00:52.5 11503.6 0.1069 0.0217 0.9690 -2.2 1.5 0.2
00:52.6 11765.8 0.1111 0.0239 0.9636 -2.2 1.1 0.3
00:52.7 11503.6 0.1084 0.0222 0.9683 -2.2 1.3 0.3
00:52.8 11110.4 0.0999 0.0239 0.9749 -2.4 1.2 0.2
00:52.9 11372.5 0.1079 0.0242 0.9568 -2.2 1.3 0.4
00:53.0 11503.6 0.1082 0.0232 0.9749 -2.2 1.3 0.3
00:53.1 11372.5 0.1023 0.0269 0.9651 -2.2 1.3 0.2
00:53.2 11634.7 0.1025 0.0232 0.9622 -2.2 1.4 0.2
00:53.3 11634.7 0.1067 0.0247 0.9678 -2.3 1.0 0.3
00:53.4 11372.5 0.1045 0.0237 0.9707 -2.3 1.3 0.1
00:53.5 11372.5 0.1084 0.0220 0.9685 -2.3 1.5 0.2
00:53.6 11634.7 0.1099 0.0291 0.9624 -2.0 1.5 0.1
00:53.7 11765.8 0.1057 0.0232 0.9785 -2.3 1.1 0.3
00:53.8 11634.7 0.1121 0.0259 0.9673 -2.1 1.4 0.2
00:53.9 11634.7 0.1062 0.0266 0.9695 -2.2 1.1 0.2
00:54.0 11372.5 0.1096 0.0190 0.9673 -2.2 1.3 0.3
00:54.1 11503.6 0.1023 0.0198 0.9626 -2.3 1.3 0.3
00:54.2 11503.6 0.1091 0.0261 0.9683 -2.3 1.1 0.3
00:54.3 11503.6 0.1067 0.0188 0.9614 -2.3 1.4 0.3
00:54.4 11503.6 0.1072 0.0261 0.9697 -2.4 1.2 0.1
00:54.5 11241.5 0.1040 0.0203 0.9712 -2.2 1.3 0.1
00:54.6 11241.5 0.1047 0.0251 0.9661 -2.1 1.6 0.4
00:54.7 11503.6 0.1013 0.0227 0.9697 -2.3 1.2 0.2
00:54.8 11503.6 0.1050 0.0176 0.9670 -2.3 1.5 0.3
00:54.9 11503.6 0.1079 0.0232 0.9683 -2.2 1.2 0.2
00:55.0 11634.7 0.1016 0.0198 0.9629 -2.2 1.3 0.1
00:55.1 11634.7 0.1072 0.0249 0.9705 -2.3 1.3 0.2
00:55.2 11634.7 0.0996 0.0247 0.9597 -2.4 1.6 0.2
00:55.3 11634.7 0.1030 0.0195 0.9626 -2.0 1.2 0.4
00:55.4 11503.6 0.1021 0.0203 0.9629 -2.2 1.1 0.3
00:55.5 11634.7 0.1062 0.0159 0.9697 -2.2 1.3 0.1
00:55.6 11765.8 0.1069 0.0244 0.9634 -2.4 1.2 0.3
00:55.7 11634.7 0.1089 0.0198 0.9631 -2.2 1.4 0.2
00:55.8 11634.7 0.1079 0.0220 0.9631 -2.3 1.5 0.2
00:55.9 11634.7 0.1116 0.0200 0.9641 -2.1 1.5 0.0
00:56.0 11503.6 0.0955 0.0056 0.9487 -2.3 1.6 0.2
00:56.1 11372.5 0.0991 0.0244 0.9658 -2.2 1.1 0.3
00:56.2 11372.5 0.1016 0.0232 0.9656 -2.4 1.2 0.2
00:56.3 11241.5 0.0979 0.0225 0.9678 -2.2 1.0 0.2
00:56.4 11503.6 0.1079 0.0259 0.9575 -2.5 1.0 0.3
00:56.5 11765.8 0.1042 0.0234 0.9700 -2.4 1.0 0.2
00:56.6 11765.8 0.1003 0.0212 0.9705 -2.2 1.6 0.3
00:56.7 11503.6 0.1079 0.0203 0.9683 -2.3 1.3 0.4
00:56.8 11372.5 0.1101 0.0212 0.9724 -2.3 1.4 0.5
00:56.9 11503.6 0.1094 0.0232 0.9607 -2.2 1.3 0.3
00:57.0 11503.6 0.1045 0.0190 0.9666 -2.1 1.6 0.2
00:57.1 11634.7 0.1116 0.0212 0.9717 -2.3 1.3 0.1
00:57.2 11634.7 0.0984 0.0264 0.9705 -2.3 1.3 0.2
00:57.3 11765.8 0.1074 0.0244 0.9641 -2.4 1.3 0.2
00:57.4 11634.7 0.1033 0.0283 0.9727 -2.4 1.4 0.1
00:57.5 11503.6 0.1057 0.0232 0.9705 -2.2 1.2 0.2
00:57.6 11634.7 0.1069 0.0225 0.9607 -2.1 1.5 0.2
00:57.7 11634.7 0.1057 0.0146 0.9690 -2.2 1.2 0.3
00:57.8 11372.5 0.1040 0.0291 0.9700 -2.1 1.5 0.2
00:57.9 11241.5 0.1060 0.0195 0.9727 -2.0 1.1 0.3
00:58.0 11372.5 0.1028 0.0198 0.9675 -2.1 1.4 0.3
00:58.1 11372.5 0.1143 0.0227 0.9663 -2.2 1.4 0.2
00:58.2 11372.5 0.1106 0.0212 0.9746 -2.4 1.3 0.2
00:58.3 11241.5 0.1064 0.0149 0.9641 -2.4 1.3 0.2
00:58.4 11372.5 0.0962 0.0237 0.9604 -2.1 1.2 0.1
00:58.5 11634.7 0.1052 0.0186 0.9722 -2.4 1.2 0.3
00:58.6 11503.6 0.1072 0.0232 0.9668 -2.3 1.1 0.2
00:58.7 11372.5 0.0999 0.0237 0.9629 -2.3 1.4 0.2
00:58.8 11372.5 0.1030 0.0183 0.9678 -2.4 1.3 0.2
00:58.9 11503.6 0.1025 0.0173 0.9705 -2.1 1.5 0.4
00:59.0 11503.6 0.1067 0.0215 0.9705 -2.3 1.7 0.3
00:59.1 11372.5 0.1062 0.0164 0.9729 -2.1 1.4 0.2
00:59.2 11372.5 0.1040 0.0198 0.9634 -2.2 1.5 0.3
00:59.3 11241.5 0.1104 0.0217 0.9688 -2.2 1.6 0.1
00:59.4 11503.6 0.1025 0.0227 0.9644 -2.4 1.6 0.0
00:59.5 11634.7 0.1060 0.0183 0.9622 -2.4 1.0 0.4
00:59.6 11634.7 0.1113 0.0276 0.9685 -2.3 1.2 0.2
00:59.7 11503.6 0.1025 0.0266 0.9670 -2.3 1.3 0.3
00:59.8 11372.5 0.1042 0.0244 0.9729 -2.1 1.3 0.4
00:59.9 11896.8 0.1028 0.0205 0.9695 -2.3 1.3 0.1
01:00.0 11896.8 0.1077 0.0198 0.9697 -2.1 1.3 0.1
01:00.1 11372.5 0.1023 0.0217 0.9678 -1.9 1.4 0.1
01:00.2 11241.5 0.1003 0.0239 0.9719 -2.2 1.5 0.1
01:00.3 11372.5 0.1050 0.0193 0.9778 -2.3 1.1 0.2
01:00.4 11372.5 0.1086 0.0210 0.9624 -2.2 1.2 0.3
01:00.5 11372.5 0.1028 0.0234 0.9702 -2.1 1.2 0.1
01:00.6 11634.7 0.0981 0.0190 0.9604 -2.2 1.2 0.2
01:00.7 11634.7 0.0991 0.0242 0.9675 -2.0 1.4 0.4
01:00.8 11896.8 0.1060 0.0269 0.9629 -2.2 1.3 0.1
01:00.9 11503.6 0.1050 0.0205 0.9683 -2.1 1.4 0.2
01:01.0 11241.5 0.1018 0.0173 0.9626 -2.4 1.4 0.4
01:01.1 11241.5 0.1011 0.0178 0.9780 -2.2 1.4 0.1
01:01.2 11241.5 0.1050 0.0249 0.9724 -2.2 1.2 0.2
01:01.3 11372.5 0.0986 0.0203 0.9663 -2.2 1.4 -0.0
01:01.4 11503.6 0.1047 0.0239 0.9695 -2.1 1.4 0.3
01:01.5 11241.5 0.1089 0.0168 0.9692 -2.1 1.1 0.2
01:01.6 11110.4 0.0972 0.0239 0.9661 -2.3 1.2 0.1
01:01.7 11503.6 0.1089 0.0156 0.9719 -2.4 1.4 0.3
01:01.8 11372.5 0.1008 0.0237 0.9692 -2.2 1.4 0.2
01:01.9 10979.3 0.1086 0.0232 0.9661 -2.3 1.1 0.2
01:02.0 10979.3 0.1072 0.0222 0.9636 -2.3 1.2 0.2
01:02.1 11241.5 0.1042 0.0195 0.9729 -2.0 1.4 0.3
01:02.2 11503.6 0.1062 0.0251 0.9666 -2.2 1.2 0.1
01:02.3 11503.6 0.1077 0.0195 0.9702 -2.3 1.4 0.2
01:02.4 11372.5 0.1057 0.0220 0.9722 -2.3 1.3 0.2
01:02.5 11503.6 0.1028 0.0237 0.9741 -2.3 1.2 0.2
01:02.6 11634.7 0.1045 0.0144 0.9651 -2.2 1.4 0.3
01:02.7 11634.7 0.1040 0.0200 0.9719 -2.4 1.3 0.2
01:02.8 11503.6 0.1072 0.0254 0.9688 -2.4 1.1 0.2
01:02.9 11372.5 0.1042 0.0271 0.9644 -2.4 1.2 0.3
01:03.0 11110.4 0.1082 0.0251 0.9629 -2.1 1.5 0.2
01:03.1 11241.5 0.1108 0.0181 0.9634 -2.3 1.3 0.2
01:03.2 11241.5 0.1064 0.0190 0.9758 -2.1 1.5 0.2
01:03.3 11241.5 0.0952 0.0261 0.9688 -2.3 1.4 0.3
01:03.4 11372.5 0.1045 0.0178 0.9675 -2.4 1.5 0.3
01:03.5 11503.6 0.1069 0.0212 0.9668 -2.4 1.4 0.3
01:03.6 11372.5 0.1040 0.0217 0.9646 -2.5 1.3 0.2
01:03.7 11372.5 0.1062 0.0234 0.9714 -2.1 1.4 0.1
01:03.8 11634.7 0.1113 0.0222 0.9670 -2.3 1.0 0.2
01:03.9 11503.6 0.1042 0.0239 0.9705 -2.2 1.3 0.3
01:04.0 11372.5 0.0989 0.0220 0.9790 -2.1 1.5 0.2
01:04.1 11372.5 0.1077 0.0251 0.9734 -2.4 1.4 0.3
01:04.2 11372.5 0.1040 0.0237 0.9724 -2.1 1.7 0.1
01:04.3 11372.5 0.1077 0.0220 0.9634 -2.3 1.3 0.2
01:04.4 10979.3 0.1033 0.0142 0.9707 -2.1 1.4 0.3
01:04.5 10979.3 0.1018 0.0181 0.9722 -2.1 1.2 0.4
01:04.6 11241.5 0.1001 0.0203 0.9634 -2.3 1.2 0.3
01:04.7 11110.4 0.1064 0.0244 0.9624 -2.4 1.2 0.2
01:04.8 11110.4 0.1011 0.0244 0.9622 -2.2 1.6 0.3
01:04.9 11241.5 0.1033 0.0171 0.9705 -2.0 1.4 0.2
01:05.0 11503.6 0.1084 0.0200 0.9646 -2.2 1.4 0.2
01:05.1 11503.6 0.1084 0.0171 0.9685 -2.0 1.3 0.2
01:05.2 11503.6 0.1062 0.0229 0.9631 -2.1 1.4 0.2
01:05.3 11503.6 0.1096 0.0205 0.9636 -2.2 1.1 0.2
01:05.4 11503.6 0.1003 0.0234 0.9680 -2.5 1.1 0.3
01:05.5 11634.7 0.1040 0.0239 0.9680 -2.3 1.5 0.2
01:05.6 11634.7 0.1050 0.0212 0.9670 -2.3 1.6 0.1
01:05.7 11765.8 0.1091 0.0237 0.9663 -2.2 1.6 0.2
01:05.8 11765.8 0.1125 0.0273 0.9644 -2.2 1.5 0.1
01:05.9 11503.6 0.1118 0.0234 0.9722 -1.9 1.5 0.1
