id,timestamp,packet_id,pressure,accel_x,accel_y,accel_z
92_1,2025-07-19 01:05:37.030551,92,-424.0,-0.3061,0.1608,0.9987
92_2,2025-07-19 01:05:37.130551,92,-555.1,-0.2329,0.1193,1.0078
92_3,2025-07-19 01:05:37.230551,92,-686.1,-0.1069,0.06,1.1184
101_1,2025-07-19 01:05:37.933773,101,-424.0,0.2517,0.1669,1.0024
101_2,2025-07-19 01:05:38.033773,101,-161.8,0.2575,0.2597,1.0268
101_3,2025-07-19 01:05:38.133773,101,-424.0,0.239,0.3005,1.0283
104_1,2025-07-19 01:05:38.232037,104,-686.1,0.2241,0.2727,1.0444
104_2,2025-07-19 01:05:38.332037,104,-555.1,0.2045,0.2177,1.0354
104_3,2025-07-19 01:05:38.432037,104,-424.0,0.2355,0.1953,1.0351
107_1,2025-07-19 01:05:38.532459,107,-424.0,0.269,0.1943,1.0251
107_2,2025-07-19 01:05:38.632459,107,-424.0,0.2673,0.2011,0.9904
107_3,2025-07-19 01:05:38.732459,107,-30.8,0.3229,0.2583,1.0075
113_1,2025-07-19 01:05:39.135257,113,-555.1,0.2165,0.2729,1.0295
113_2,2025-07-19 01:05:39.235257,113,-292.9,0.2128,0.2851,1.0019
113_3,2025-07-19 01:05:39.335257,113,-424.0,0.1831,0.2927,1.0444
119_1,2025-07-19 01:05:39.761853,119,-161.8,0.2612,0.2646,1.0104
119_2,2025-07-19 01:05:39.861853,119,-424.0,0.2487,0.2751,1.0141
119_3,2025-07-19 01:05:39.961853,119,-555.1,0.2385,0.2802,1.0131
122_1,2025-07-19 01:05:40.060505,122,-30.8,0.2446,0.269,0.9982
122_2,2025-07-19 01:05:40.160505,122,100.3,0.2644,0.2883,1.0131
122_3,2025-07-19 01:05:40.260505,122,-161.8,0.2824,0.2802,1.0366
125_1,2025-07-19 01:05:40.333513,125,-292.9,0.289,0.2834,1.0334
125_2,2025-07-19 01:05:40.433513,125,-292.9,0.2966,0.31,0.9736
125_3,2025-07-19 01:05:40.533513,125,-161.8,0.2421,0.2465,1.0058
128_1,2025-07-19 01:05:40.635927,128,-292.9,0.2404,0.2072,1.0754
128_2,2025-07-19 01:05:40.735927,128,-686.1,0.257,0.1882,1.0251
128_3,2025-07-19 01:05:40.835927,128,-555.1,0.2739,0.0673,1.0402
134_1,2025-07-19 01:05:41.268373,134,-292.9,0.3046,0.1276,1.0375
134_2,2025-07-19 01:05:41.368373,134,-424.0,0.3281,0.1291,0.978
134_3,2025-07-19 01:05:41.468373,134,-686.1,0.2683,0.031,1.0629
137_1,2025-07-19 01:05:41.530780,137,-292.9,0.2448,-0.0461,1.0642
137_2,2025-07-19 01:05:41.630780,137,-555.1,0.3344,-0.1213,1.114
137_3,2025-07-19 01:05:41.730780,137,-555.1,-0.0104,-0.0917,1.0837
140_1,2025-07-19 01:05:41.831706,140,-161.8,0.0664,0.0324,1.0954
140_2,2025-07-19 01:05:41.931706,140,-424.0,0.0302,0.1142,1.0214
140_3,2025-07-19 01:05:42.031706,140,-424.0,-0.0729,0.2297,0.8979
143_1,2025-07-19 01:05:42.133231,143,-292.9,-0.0012,0.1394,1.1501
143_2,2025-07-19 01:05:42.233231,143,-292.9,-0.1101,0.0957,1.0458
143_3,2025-07-19 01:05:42.333231,143,-555.1,-0.2065,0.1218,1.0141
146_1,2025-07-19 01:05:42.436468,146,-292.9,-0.1052,0.1899,0.9731
146_2,2025-07-19 01:05:42.536468,146,-161.8,-0.194,0.1655,1.04
146_3,2025-07-19 01:05:42.636468,146,-292.9,-0.1372,0.1142,1.0778
149_1,2025-07-19 01:05:42.735267,149,-292.9,-0.2014,0.0754,1.1159
149_2,2025-07-19 01:05:42.835267,149,-686.1,-0.1662,0.1047,0.9995
149_3,2025-07-19 01:05:42.935267,149,-686.1,-0.1101,0.0488,1.1105
152_1,2025-07-19 01:05:43.031025,152,-424.0,-0.1906,0.0424,1.0646
152_2,2025-07-19 01:05:43.131025,152,-424.0,-0.1633,0.0058,1.0734
152_3,2025-07-19 01:05:43.231025,152,-30.8,-0.0974,0.0104,1.0986
155_1,2025-07-19 01:05:43.633443,155,-292.9,-0.0937,0.0747,1.0754
155_2,2025-07-19 01:05:43.733443,155,-424.0,-0.0654,0.1372,1.02
155_3,2025-07-19 01:05:43.833443,155,-292.9,-0.0166,0.1918,1.0471
158_1,2025-07-19 01:05:43.929274,158,-555.1,-0.0458,0.1525,1.0229
158_2,2025-07-19 01:05:44.029274,158,-555.1,0.0051,0.1479,1.0185
158_3,2025-07-19 01:05:44.129274,158,-161.8,-0.0239,0.1281,1.051
161_1,2025-07-19 01:05:43.931550,161,-292.9,-0.0158,0.0866,1.0937
161_2,2025-07-19 01:05:44.031550,161,-555.1,-0.0205,0.0532,1.0708
161_3,2025-07-19 01:05:44.131550,161,-555.1,-0.0144,0.0678,1.0856
164_1,2025-07-19 01:05:44.238806,164,-292.9,-0.0017,0.0686,1.0795
164_2,2025-07-19 01:05:44.338806,164,-30.8,-0.0166,0.0629,1.0825
164_3,2025-07-19 01:05:44.438806,164,-161.8,-0.0112,0.0563,1.0749
167_1,2025-07-19 01:05:44.532801,167,-424.0,-0.0122,0.0727,1.0922
167_2,2025-07-19 01:05:44.632801,167,-424.0,-0.0087,0.069,1.0864
167_3,2025-07-19 01:05:44.732801,167,-161.8,-0.0041,0.0756,1.0681
170_1,2025-07-19 01:05:44.828718,170,-161.8,-0.0197,0.0744,1.0715
170_2,2025-07-19 01:05:44.928718,170,-30.8,-0.0107,0.0676,1.0644
170_3,2025-07-19 01:05:45.028718,170,-161.8,-0.0148,0.0629,1.0751
176_1,2025-07-19 01:05:45.431153,176,-948.3,-0.0197,0.0473,1.0791
176_2,2025-07-19 01:05:45.531153,176,-948.3,-0.0061,0.0395,1.0773
176_3,2025-07-19 01:05:45.631153,176,-292.9,-0.0219,0.0461,1.0849
179_1,2025-07-19 01:05:45.736046,179,-424.0,-0.0344,0.0449,1.0773
179_2,2025-07-19 01:05:45.836046,179,-424.0,-0.0114,0.0351,1.08
179_3,2025-07-19 01:05:45.936046,179,-292.9,-0.0266,0.0483,1.0827
182_1,2025-07-19 01:05:46.031000,182,-424.0,-0.0217,0.0415,1.0766
182_2,2025-07-19 01:05:46.131000,182,-161.8,-0.0209,0.0354,1.0847
182_3,2025-07-19 01:05:46.231000,182,-292.9,-0.0224,0.0458,1.0786
188_1,2025-07-19 01:05:46.636480,188,-161.8,-0.0151,0.0749,1.0983
188_2,2025-07-19 01:05:46.736480,188,-292.9,0.0275,0.0383,0.9462
188_3,2025-07-19 01:05:46.836480,188,-424.0,-0.0168,0.0332,1.0881
191_1,2025-07-19 01:05:46.936616,191,-555.1,0.0434,0.0556,1.0371
191_2,2025-07-19 01:05:47.036616,191,-424.0,-0.0537,0.0053,1.1042
191_3,2025-07-19 01:05:47.136616,191,-686.1,-0.0102,0.0463,1.0852
197_1,2025-07-19 01:05:47.535487,197,-424.0,-0.0061,0.0695,1.0712
197_2,2025-07-19 01:05:47.635487,197,-292.9,-0.0236,0.0698,1.0793
197_3,2025-07-19 01:05:47.735487,197,-292.9,0.0043,0.1137,1.0847
200_1,2025-07-19 01:05:47.837785,200,-292.9,-0.0014,0.1127,1.0913
200_2,2025-07-19 01:05:47.937785,200,-161.8,0.0021,0.1179,1.0996
200_3,2025-07-19 01:05:48.037785,200,-424.0,-0.0039,0.1025,1.0932
203_1,2025-07-19 01:05:48.133950,203,-555.1,-0.0314,0.155,1.069
203_2,2025-07-19 01:05:48.233950,203,-424.0,-0.0424,0.144,1.0324
203_3,2025-07-19 01:05:48.333950,203,-424.0,-0.0393,0.0847,1.0849
206_1,2025-07-19 01:05:48.435005,206,-161.8,-0.1315,0.0441,1.0144
206_2,2025-07-19 01:05:48.535005,206,-424.0,-0.2187,0.0434,1.1281
206_3,2025-07-19 01:05:48.635005,206,-424.0,-0.2207,0.0083,1.091
209_1,2025-07-19 01:05:48.729110,209,-555.1,-0.1274,0.0065,1.0551
209_2,2025-07-19 01:05:48.829110,209,-686.1,-0.1098,-0.06,1.104
209_3,2025-07-19 01:05:48.929110,209,-292.9,-0.0014,-0.1079,1.0449
212_1,2025-07-19 01:05:49.634506,212,-424.0,-0.0727,-0.1933,1.0793
212_2,2025-07-19 01:05:49.734506,212,-817.2,-0.2153,-0.3413,1.0971
212_3,2025-07-19 01:05:49.834506,212,-817.2,-0.1274,-0.3322,1.0004
218_1,2025-07-19 01:05:49.634930,218,-30.8,-0.4704,-0.1035,1.0017
218_2,2025-07-19 01:05:49.734930,218,-30.8,-0.1875,-0.0856,0.9472
218_3,2025-07-19 01:05:49.834930,218,-161.8,-0.3508,-0.1428,1.1096
221_1,2025-07-19 01:05:49.935506,221,-555.1,-0.3186,-0.1357,1.0393
221_2,2025-07-19 01:05:50.035506,221,-948.3,-0.1928,-0.0319,1.0019
221_3,2025-07-19 01:05:50.135506,221,-555.1,-0.1027,-0.049,0.9929
224_1,2025-07-19 01:05:50.230169,224,-161.8,0.0012,-0.1616,1.2192
224_2,2025-07-19 01:05:50.330169,224,-161.8,0.1572,-0.1662,1.0273
224_3,2025-07-19 01:05:50.430169,224,-292.9,-0.02,-0.1074,1.0156
230_1,2025-07-19 01:05:51.133887,230,-424.0,-0.2102,-0.0385,1.0102
230_2,2025-07-19 01:05:51.233887,230,-555.1,-0.1176,-0.1149,1.1516
230_3,2025-07-19 01:05:51.333887,230,-424.0,0.0075,-0.0346,1.0705
233_1,2025-07-19 01:05:51.134264,233,-292.9,0.0144,-0.0573,1.0266
233_2,2025-07-19 01:05:51.234264,233,-424.0,0.1572,-0.072,1.1264
233_3,2025-07-19 01:05:51.334264,233,-817.2,0.0881,0.0585,0.9912
237_1,2025-07-19 01:05:51.504581,237,-292.9,0.1635,0.0583,1.0322
237_2,2025-07-19 01:05:51.604581,237,-30.8,0.1184,-0.0043,1.0659
237_3,2025-07-19 01:05:51.704581,237,-30.8,0.2651,-0.0515,1.0534
240_1,2025-07-19 01:05:51.803263,240,-30.8,0.2556,-0.1103,1.0681
240_2,2025-07-19 01:05:51.903263,240,-292.9,0.2517,-0.1301,1.0461
240_3,2025-07-19 01:05:52.003263,240,-424.0,0.2392,-0.1154,1.0551
243_1,2025-07-19 01:05:52.101932,243,-292.9,0.3085,-0.1845,1.0065
243_2,2025-07-19 01:05:52.201932,243,-292.9,0.3088,-0.1413,1.0637
243_3,2025-07-19 01:05:52.301932,243,-292.9,0.2773,-0.0969,0.9965
246_1,2025-07-19 01:05:52.404984,246,-424.0,0.3132,-0.1127,1.0419
246_2,2025-07-19 01:05:52.504984,246,-424.0,0.2976,-0.1176,1.0288
246_3,2025-07-19 01:05:52.604984,246,-161.8,0.3076,-0.135,1.0207
249_1,2025-07-19 01:05:52.704318,249,100.3,0.3144,-0.0998,1.0046
249_2,2025-07-19 01:05:52.804318,249,-30.8,0.3457,-0.1528,1.0498
249_3,2025-07-19 01:05:52.904318,249,-30.8,0.2683,-0.1132,0.9943
252_1,2025-07-19 01:05:53.002619,252,-161.8,0.3439,-0.1403,1.0244
252_2,2025-07-19 01:05:53.102619,252,-161.8,0.2934,-0.1313,1.0292
252_3,2025-07-19 01:05:53.202619,252,-30.8,0.3283,-0.1296,1.0061
255_1,2025-07-19 01:05:53.304680,255,-30.8,0.3166,-0.135,1.0302
255_2,2025-07-19 01:05:53.404680,255,-292.9,0.3388,-0.1491,1.0327
255_3,2025-07-19 01:05:53.504680,255,-161.8,0.3176,-0.1481,1.0053
2_1,2025-07-19 01:05:53.602307,2,-30.8,0.3271,-0.1523,1.0175
2_2,2025-07-19 01:05:53.702307,2,-161.8,0.3251,-0.1572,1.0197
2_3,2025-07-19 01:05:53.802307,2,-161.8,0.3249,-0.1684,1.0097
5_1,2025-07-19 01:05:53.902964,5,-161.8,0.32,-0.1494,1.0227
5_2,2025-07-19 01:05:54.002964,5,-424.0,0.3395,-0.1699,1.0334
5_3,2025-07-19 01:05:54.102964,5,-30.8,0.3251,-0.1647,1.0246
8_1,2025-07-19 01:05:54.234032,8,100.3,0.3273,-0.1657,1.0166
8_2,2025-07-19 01:05:54.334032,8,-30.8,0.3344,-0.1547,1.0219
8_3,2025-07-19 01:05:54.434032,8,100.3,0.3093,-0.1713,1.0034
11_1,2025-07-19 01:05:54.503071,11,-161.8,0.3298,-0.1625,1.0109
11_2,2025-07-19 01:05:54.603071,11,-30.8,0.3312,-0.1865,1.0231
11_3,2025-07-19 01:05:54.703071,11,-161.8,0.3227,-0.1738,1.01
14_1,2025-07-19 01:05:54.803375,14,-686.1,0.3283,-0.1821,1.0263
14_2,2025-07-19 01:05:54.903375,14,-555.1,0.3295,-0.1777,1.0173
14_3,2025-07-19 01:05:55.003375,14,-424.0,0.3249,-0.1872,0.9941
17_1,2025-07-19 01:05:55.104556,17,-292.9,0.342,-0.1831,1.0078
17_2,2025-07-19 01:05:55.204556,17,-292.9,0.321,-0.185,1.0187
17_3,2025-07-19 01:05:55.304556,17,-30.8,0.3408,-0.184,1.0156
20_1,2025-07-19 01:05:55.434455,20,362.4,0.3276,-0.1962,1.0109
20_2,2025-07-19 01:05:55.534455,20,231.4,0.333,-0.2006,0.9973
20_3,2025-07-19 01:05:55.634455,20,-30.8,0.3259,-0.186,1.0097
23_1,2025-07-19 01:05:55.792888,23,-292.9,0.3371,-0.195,0.9992
23_2,2025-07-19 01:05:55.892888,23,-292.9,0.3386,-0.1904,1.0085
23_3,2025-07-19 01:05:55.992888,23,-161.8,0.319,-0.2072,1.007
27_1,2025-07-19 01:05:56.129389,27,100.3,0.3251,-0.2087,1.0202
27_2,2025-07-19 01:05:56.229389,27,-161.8,0.3374,-0.1999,1.0031
27_3,2025-07-19 01:05:56.329389,27,-424.0,0.3322,-0.2138,1.0122
30_1,2025-07-19 01:05:56.402212,30,-292.9,0.3347,-0.2133,1.0056
30_2,2025-07-19 01:05:56.502212,30,-161.8,0.3339,-0.2216,1.0153
30_3,2025-07-19 01:05:56.602212,30,100.3,0.3391,-0.2185,1.0117
33_1,2025-07-19 01:05:56.760504,33,-161.8,0.33,-0.2124,1.0046
33_2,2025-07-19 01:05:56.860504,33,-161.8,0.3381,-0.2167,1.0109
33_3,2025-07-19 01:05:56.960504,33,100.3,0.332,-0.2131,1.0107
36_1,2025-07-19 01:05:57.068058,36,-161.8,0.3312,-0.2121,1.0124
36_2,2025-07-19 01:05:57.168058,36,-686.1,0.3371,-0.2158,0.9938
36_3,2025-07-19 01:05:57.268058,36,-424.0,0.3308,-0.2089,0.9885
39_1,2025-07-19 01:05:57.302166,39,-424.0,0.3405,-0.2246,1.0019
39_2,2025-07-19 01:05:57.402166,39,-555.1,0.3369,-0.2353,1.0209
39_3,2025-07-19 01:05:57.502166,39,-555.1,0.3388,-0.2163,1.007
43_1,2025-07-19 01:05:57.793195,43,-424.0,0.3291,-0.2138,1.0102
43_2,2025-07-19 01:05:57.893195,43,-424.0,0.3403,-0.2192,1.0056
43_3,2025-07-19 01:05:57.993195,43,-686.1,0.3273,-0.2221,1.0102
46_1,2025-07-19 01:05:58.030900,46,-555.1,0.3312,-0.2163,1.0031
46_2,2025-07-19 01:05:58.130900,46,-292.9,0.3391,-0.2272,1.0056
46_3,2025-07-19 01:05:58.230900,46,-817.2,0.333,-0.2221,1.0021
49_1,2025-07-19 01:05:58.338880,49,-686.1,0.3303,-0.2275,1.0029
49_2,2025-07-19 01:05:58.438880,49,-161.8,0.3251,-0.2165,0.9963
49_3,2025-07-19 01:05:58.538880,49,-424.0,0.34,-0.2243,1.0141
52_1,2025-07-19 01:05:58.635031,52,-555.1,0.3395,-0.2216,1.0139
52_2,2025-07-19 01:05:58.735031,52,-292.9,0.3225,-0.2231,0.989
52_3,2025-07-19 01:05:58.835031,52,-424.0,0.3239,-0.2187,0.9919
55_1,2025-07-19 01:05:58.934433,55,-424.0,0.3393,-0.2233,1.0058
55_2,2025-07-19 01:05:59.034433,55,-161.8,0.3317,-0.2326,1.009
55_3,2025-07-19 01:05:59.134433,55,-30.8,0.3439,-0.2165,1.0026
58_1,2025-07-19 01:05:59.233050,58,100.3,0.3229,-0.227,1.0002
58_2,2025-07-19 01:05:59.333050,58,-30.8,0.3354,-0.2231,1.0024
58_3,2025-07-19 01:05:59.433050,58,-292.9,0.3403,-0.225,1.0102
61_1,2025-07-19 01:05:59.535236,61,-424.0,0.3425,-0.2316,1.0085
61_2,2025-07-19 01:05:59.635236,61,-424.0,0.3332,-0.2307,0.9924
61_3,2025-07-19 01:05:59.735236,61,-424.0,0.3369,-0.2341,1.0073
64_1,2025-07-19 01:05:59.830477,64,-161.8,0.3403,-0.2326,1.009
64_2,2025-07-19 01:05:59.930477,64,-30.8,0.3332,-0.2397,0.9948
64_3,2025-07-19 01:06:00.030477,64,100.3,0.3405,-0.2338,0.9909
67_1,2025-07-19 01:06:00.149171,67,-30.8,0.3327,-0.2404,1.0051
67_2,2025-07-19 01:06:00.249171,67,-292.9,0.3415,-0.2553,1.0043
67_3,2025-07-19 01:06:00.349171,67,-161.8,0.3332,-0.2453,0.9936
70_1,2025-07-19 01:06:00.466030,70,-161.8,0.3312,-0.2602,0.996
70_2,2025-07-19 01:06:00.566030,70,-30.8,0.3361,-0.2338,0.977
70_3,2025-07-19 01:06:00.666030,70,-30.8,0.3259,-0.2395,0.9729
73_1,2025-07-19 01:06:00.737450,73,-292.9,0.3479,-0.2478,0.9919
73_2,2025-07-19 01:06:00.837450,73,-424.0,0.3391,-0.2514,1.0029
73_3,2025-07-19 01:06:00.937450,73,-424.0,0.3386,-0.248,0.9951
76_1,2025-07-19 01:06:01.083537,76,-424.0,0.3305,-0.2451,0.989
76_2,2025-07-19 01:06:01.183537,76,-292.9,0.341,-0.2365,0.9907
76_3,2025-07-19 01:06:01.283537,76,-424.0,0.3347,-0.2451,0.9887
79_1,2025-07-19 01:06:01.329458,79,-686.1,0.3474,-0.2453,1.0021
79_2,2025-07-19 01:06:01.429458,79,-161.8,0.3378,-0.2414,1.0065
79_3,2025-07-19 01:06:01.529458,79,100.3,0.3376,-0.2475,0.9868
83_1,2025-07-19 01:06:01.737497,83,-161.8,0.332,-0.2355,0.9833
83_2,2025-07-19 01:06:01.837497,83,-424.0,0.3454,-0.2419,1.0019
83_3,2025-07-19 01:06:01.937497,83,-424.0,0.3393,-0.2519,1.0041
86_1,2025-07-19 01:06:02.002886,86,-292.9,0.3481,-0.2502,0.9916
86_2,2025-07-19 01:06:02.102886,86,-555.1,0.3293,-0.2441,0.9768
86_3,2025-07-19 01:06:02.202886,86,-555.1,0.3405,-0.2536,0.9882
89_1,2025-07-19 01:06:02.304708,89,-292.9,0.3366,-0.2507,0.9812
89_2,2025-07-19 01:06:02.404708,89,-292.9,0.3403,-0.2558,0.997
89_3,2025-07-19 01:06:02.504708,89,-292.9,0.3422,-0.2526,0.9885
92_1,2025-07-19 01:06:02.603277,92,-424.0,0.3364,-0.2517,0.9799
92_2,2025-07-19 01:06:02.703277,92,-292.9,0.3498,-0.2543,0.9951
92_3,2025-07-19 01:06:02.803277,92,-292.9,0.331,-0.2604,0.9899
95_1,2025-07-19 01:06:02.902962,95,-686.1,0.3447,-0.2702,0.9897
95_2,2025-07-19 01:06:03.002962,95,-686.1,0.3466,-0.258,0.9865
95_3,2025-07-19 01:06:03.102962,95,-686.1,0.3479,-0.2634,0.9851
98_1,2025-07-19 01:06:03.205275,98,-292.9,0.3403,-0.26,0.9885
98_2,2025-07-19 01:06:03.305275,98,100.3,0.3413,-0.2644,0.9875
98_3,2025-07-19 01:06:03.405275,98,-30.8,0.3352,-0.2714,0.9841
101_1,2025-07-19 01:06:03.533279,101,-161.8,0.3542,-0.2668,0.9946
101_2,2025-07-19 01:06:03.633279,101,-292.9,0.3332,-0.2595,0.9887
101_3,2025-07-19 01:06:03.733279,101,-555.1,0.3398,-0.2687,0.9746
104_1,2025-07-19 01:06:03.802116,104,-686.1,0.3342,-0.2673,0.9812
104_2,2025-07-19 01:06:03.902116,104,-555.1,0.3469,-0.2712,0.9929
104_3,2025-07-19 01:06:04.002116,104,-161.8,0.3435,-0.2783,0.9946
107_1,2025-07-19 01:06:04.104848,107,-161.8,0.3371,-0.2697,0.987
107_2,2025-07-19 01:06:04.204848,107,-292.9,0.3425,-0.2687,0.9912
107_3,2025-07-19 01:06:04.304848,107,-292.9,0.3232,-0.2614,0.9833
110_1,2025-07-19 01:06:04.404315,110,-292.9,0.3435,-0.2648,0.9975
110_2,2025-07-19 01:06:04.504315,110,-292.9,0.342,-0.2753,0.9958
110_3,2025-07-19 01:06:04.604315,110,-161.8,0.3356,-0.2609,0.9833
113_1,2025-07-19 01:06:04.701787,113,100.3,0.3354,-0.2617,0.9748
113_2,2025-07-19 01:06:04.801787,113,100.3,0.3383,-0.2619,0.9897
113_3,2025-07-19 01:06:04.901787,113,-424.0,0.3444,-0.2624,0.9807
116_1,2025-07-19 01:06:05.004981,116,-555.1,0.3239,-0.2705,0.9858
116_2,2025-07-19 01:06:05.104981,116,-424.0,0.3493,-0.2673,0.9746
116_3,2025-07-19 01:06:05.204981,116,-161.8,0.3352,-0.2741,0.9919
119_1,2025-07-19 01:06:05.336926,119,-30.8,0.3444,-0.2768,1.0026
119_2,2025-07-19 01:06:05.436926,119,-161.8,0.3398,-0.2739,0.9865
119_3,2025-07-19 01:06:05.536926,119,-30.8,0.3415,-0.2673,0.9755
122_1,2025-07-19 01:06:05.603517,122,-30.8,0.331,-0.2636,0.9711
122_2,2025-07-19 01:06:05.703517,122,-30.8,0.3342,-0.2736,0.9829
122_3,2025-07-19 01:06:05.803517,122,-161.8,0.3393,-0.2812,0.9855
125_1,2025-07-19 01:06:05.905112,125,-292.9,0.331,-0.2814,0.988
125_2,2025-07-19 01:06:06.005112,125,-161.8,0.3376,-0.2778,0.9716
125_3,2025-07-19 01:06:06.105112,125,-292.9,0.3259,-0.2702,0.9831
128_1,2025-07-19 01:06:06.203213,128,-161.8,0.3427,-0.2727,0.978
128_2,2025-07-19 01:06:06.303213,128,-30.8,0.3349,-0.2768,0.9765
128_3,2025-07-19 01:06:06.403213,128,-292.9,0.3327,-0.2792,0.9873
133_1,2025-07-19 01:06:06.736685,133,-161.8,0.3291,-0.2805,0.9736
133_2,2025-07-19 01:06:06.836685,133,-30.8,0.3312,-0.2692,0.9772
133_3,2025-07-19 01:06:06.936685,133,-161.8,0.332,-0.2846,0.9875
136_1,2025-07-19 01:06:07.029622,136,-161.8,0.3339,-0.2805,0.9958
136_2,2025-07-19 01:06:07.129622,136,-30.8,0.3378,-0.2724,0.9938
136_3,2025-07-19 01:06:07.229622,136,-161.8,0.3488,-0.2836,0.9785
139_1,2025-07-19 01:06:07.338590,139,-161.8,0.3278,-0.2805,0.9782
139_2,2025-07-19 01:06:07.438590,139,-424.0,0.3256,-0.279,0.9819
139_3,2025-07-19 01:06:07.538590,139,-424.0,0.3369,-0.2802,0.9694
142_1,2025-07-19 01:06:07.635944,142,-161.8,0.33,-0.2814,0.9753
142_2,2025-07-19 01:06:07.735944,142,-292.9,0.3383,-0.2849,0.9914
142_3,2025-07-19 01:06:07.835944,142,-161.8,0.3337,-0.2851,0.9782
145_1,2025-07-19 01:06:07.931932,145,-161.8,0.3339,-0.2746,0.9777
145_2,2025-07-19 01:06:08.031932,145,-292.9,0.3398,-0.2729,0.9626
145_3,2025-07-19 01:06:08.131932,145,-30.8,0.3439,-0.2805,0.9863
148_1,2025-07-19 01:06:08.238714,148,-161.8,0.3364,-0.279,0.989
148_2,2025-07-19 01:06:08.338714,148,-30.8,0.3359,-0.2839,0.9794
148_3,2025-07-19 01:06:08.438714,148,-30.8,0.3422,-0.2844,0.9926
154_1,2025-07-19 01:06:08.833677,154,-30.8,0.3344,-0.2868,0.9858
154_2,2025-07-19 01:06:08.933677,154,-292.9,0.3386,-0.2897,0.9843
154_3,2025-07-19 01:06:09.033677,154,-292.9,0.3349,-0.2878,0.9846
157_1,2025-07-19 01:06:09.138260,157,-292.9,0.3388,-0.2924,0.9809
157_2,2025-07-19 01:06:09.238260,157,-161.8,0.3308,-0.2819,0.9858
157_3,2025-07-19 01:06:09.338260,157,-161.8,0.3339,-0.2851,0.9843
160_1,2025-07-19 01:06:09.436460,160,-161.8,0.3269,-0.2768,0.9743
160_2,2025-07-19 01:06:09.536460,160,231.4,0.3356,-0.289,0.989
160_3,2025-07-19 01:06:09.636460,160,100.3,0.3352,-0.2851,0.9934
163_1,2025-07-19 01:06:09.733694,163,100.3,0.3356,-0.2797,0.979
163_2,2025-07-19 01:06:09.833694,163,-30.8,0.3491,-0.2863,0.9812
163_3,2025-07-19 01:06:09.933694,163,-161.8,0.3237,-0.2944,0.9997
166_1,2025-07-19 01:06:10.036202,166,100.3,0.3259,-0.2888,0.9836
166_2,2025-07-19 01:06:10.136202,166,-30.8,0.3271,-0.2817,0.9692
166_3,2025-07-19 01:06:10.236202,166,-292.9,0.3308,-0.29,0.9914
172_1,2025-07-19 01:06:10.634199,172,-424.0,0.3354,-0.2941,0.9904
172_2,2025-07-19 01:06:10.734199,172,-161.8,0.3227,-0.2746,1.0051
172_3,2025-07-19 01:06:10.834199,172,-30.8,0.3002,-0.2895,0.9863
175_1,2025-07-19 01:06:10.930449,175,-292.9,0.2697,-0.3244,1.0319
175_2,2025-07-19 01:06:11.030449,175,-292.9,0.2209,-0.2883,1.0112
175_3,2025-07-19 01:06:11.130449,175,-161.8,0.2993,-0.2563,0.8488
178_1,2025-07-19 01:06:11.533470,178,-30.8,0.3032,-0.2067,0.8767
178_2,2025-07-19 01:06:11.633470,178,100.3,0.247,-0.2492,0.9819
178_3,2025-07-19 01:06:11.733470,178,-161.8,0.2932,-0.3388,1.0097
181_1,2025-07-19 01:06:11.534275,181,-424.0,0.267,-0.3376,0.716
181_2,2025-07-19 01:06:11.634275,181,-686.1,0.2414,-0.2819,1.1318
181_3,2025-07-19 01:06:11.734275,181,-555.1,0.1459,-0.2041,1.1237
184_1,2025-07-19 01:06:11.828989,184,-161.8,0.0883,-0.0168,0.9099
184_2,2025-07-19 01:06:11.928989,184,-30.8,0.0549,0.0317,1.0927
184_3,2025-07-19 01:06:12.028989,184,-30.8,0.0043,0.1198,1.0803
187_1,2025-07-19 01:06:12.130655,187,-161.8,-0.0319,-0.0087,1.0139
187_2,2025-07-19 01:06:12.230655,187,-30.8,0.0192,0.1472,1.156
187_3,2025-07-19 01:06:12.330655,187,-161.8,-0.0319,0.0808,1.0688
190_1,2025-07-19 01:06:12.433267,190,-161.8,0.0625,0.2363,1.0278
190_2,2025-07-19 01:06:12.533267,190,-161.8,0.0615,0.1728,1.0793
190_3,2025-07-19 01:06:12.633267,190,-292.9,-0.0295,0.0378,1.0454
193_1,2025-07-19 01:06:12.737055,193,-161.8,-0.0351,0.0073,1.0146
193_2,2025-07-19 01:06:12.837055,193,-161.8,0.1425,-0.0444,1.1853
193_3,2025-07-19 01:06:12.937055,193,-30.8,0.059,-0.0026,0.9399
196_1,2025-07-19 01:06:13.037149,196,231.4,0.0227,-0.0942,1.1284
196_2,2025-07-19 01:06:13.137149,196,-292.9,-0.124,0.062,1.2656
196_3,2025-07-19 01:06:13.237149,196,-161.8,-0.0334,-0.1162,1.0141
202_1,2025-07-19 01:06:13.632304,202,-292.9,0.041,0.0585,1.0812
202_2,2025-07-19 01:06:13.732304,202,-292.9,-0.0126,0.0427,1.0939
202_3,2025-07-19 01:06:13.832304,202,-161.8,-0.0119,-0.0073,1.0927
205_1,2025-07-19 01:06:13.902776,205,-292.9,0.0124,0.0166,1.0795
205_2,2025-07-19 01:06:14.002776,205,-424.0,-0.0036,0.0078,1.0698
205_3,2025-07-19 01:06:14.102776,205,-292.9,0.0273,0.0017,1.0493
