date_time timestamp pressure accel_x accel_y accel_z gyro_x gyro_y gyro_z
2025-05-21 11:04:59.872 16:39.8 3195.0 -0.0750 -0.1255 0.9902 -13.5 1.7 -3.6
2025-05-21 11:04:59.972 16:39.9 3208.1 -0.1262 -0.1411 0.8635 19.8 24.8 5.9
2025-05-21 11:05:00.072 16:40.0 3195.0 -0.2400 -0.1318 0.9570 65.2 18.0 10.5
2025-05-21 11:05:00.172 16:40.1 3195.0 -0.0354 -0.0442 0.9463 9.3 -5.3 6.0
2025-05-21 11:05:00.273 16:40.2 3168.8 -0.1609 0.0474 1.1155 -48.9 -19.9 8.1
2025-05-21 11:05:00.372 16:40.3 3142.6 -0.1960 -0.0618 1.2068 -54.0 -26.2 10.8
2025-05-21 11:05:00.472 16:40.4 3168.8 -0.1555 -0.1550 1.1096 -95.3 -89.0 1.5
2025-05-21 11:05:00.573 16:40.5 3155.7 0.0132 -0.3293 1.0044 -121.1 -169.3 -24.7
2025-05-21 11:05:00.673 16:40.6 3168.8 0.6606 -0.5430 0.5071 113.7 75.4 -18.4
2025-05-21 11:05:00.772 16:40.7 3195.0 0.2334 -0.2810 1.7014 9.0 -22.4 55.0
2025-05-21 11:05:00.873 16:40.8 3181.9 0.1177 -0.3616 0.8318 -171.2 -156.9 -27.0
2025-05-21 11:05:00.973 16:40.9 3155.7 0.3152 -0.5605 0.1868 -51.1 -228.3 -35.7
2025-05-21 11:05:01.072 16:41.0 3168.8 1.2170 -0.5815 0.6919 181.3 24.0 -103.4
2025-05-21 11:05:01.172 16:41.1 3195.0 0.9114 -0.4133 0.7419 -43.1 -19.8 -10.1
2025-05-21 11:05:01.272 16:41.2 3195.0 0.4451 -0.4561 0.0374 -47.2 -120.8 -27.7
2025-05-21 11:05:01.372 16:41.3 3181.9 1.3154 -0.3416 -0.2419 108.7 -11.0 -132.2
2025-05-21 11:05:01.472 16:41.4 3181.9 1.2732 -0.0310 0.1423 79.9 13.1 -94.7
2025-05-21 11:05:01.572 16:41.5 3195.0 1.2412 0.2214 0.5037 69.9 146.1 -125.7
2025-05-21 11:05:01.673 16:41.6 3181.9 0.5537 0.1013 0.5735 -189.3 245.1 45.0
2025-05-21 11:05:01.772 16:41.7 3168.8 0.1858 0.0039 0.8672 -74.7 40.1 4.0
2025-05-21 11:05:01.872 16:41.8 3181.9 0.3838 -0.1116 1.0891 -34.6 182.5 63.9
2025-05-21 11:05:01.972 16:41.9 3181.9 -0.0393 -0.2751 1.2432 -35.1 250.1 51.5
2025-05-21 11:05:02.072 16:42.0 3181.9 -0.6111 -0.2144 0.7898 -15.2 238.4 77.8
2025-05-21 11:05:02.172 16:42.1 3234.3 -0.5793 -0.0730 0.7607 4.1 27.5 20.0
2025-05-21 11:05:02.272 16:42.2 3247.4 -0.4653 -0.1692 0.8955 35.3 197.6 35.5
2025-05-21 11:05:02.372 16:42.3 3195.0 -1.0339 0.0359 0.5203 24.5 178.2 35.4
2025-05-21 11:05:02.472 16:42.4 3181.9 -0.3545 -0.0679 0.2358 40.2 78.9 53.6
2025-05-21 11:05:02.572 16:42.5 3155.7 -1.2898 0.3918 0.1733 52.5 50.8 51.3
2025-05-21 11:05:02.672 16:42.6 3142.6 -1.0254 0.1992 0.2725 18.7 -58.4 -112.4
2025-05-21 11:05:02.771 16:42.7 3142.6 0.1028 -0.3142 0.5015 -15.6 35.9 -61.5
2025-05-21 11:05:02.872 16:42.8 3155.7 -1.6001 0.1643 -0.1851 -33.3 27.0 17.3
2025-05-21 11:05:02.972 16:42.9 3155.7 -1.1304 0.0754 0.1655 19.8 9.5 -42.6
2025-05-21 11:05:03.072 16:43.0 3181.9 -0.4087 -0.0471 0.2478 -35.3 77.8 91.8
2025-05-21 11:05:03.173 16:43.1 3181.9 -1.5166 0.4346 -0.4490 -78.8 16.1 64.9
2025-05-21 11:05:03.272 16:43.2 3129.4 -1.2954 0.3391 -0.1348 -33.8 -250.1 -179.8
2025-05-21 11:05:03.372 16:43.3 3142.6 -0.0828 -0.2664 0.4319 -76.3 -250.1 -91.3
2025-05-21 11:05:03.472 16:43.4 3142.6 -0.1111 -0.2671 0.8013 119.1 -186.1 51.1
2025-05-21 11:05:03.572 16:43.5 3142.6 0.3516 0.1743 1.5391 104.3 -120.3 -9.7
2025-05-21 11:05:03.672 16:43.6 3181.9 0.5957 0.0505 1.1201 -84.7 -21.7 23.8
2025-05-21 11:05:03.772 16:43.7 3208.1 0.6008 -0.4932 -0.6606 -66.1 -33.0 -1.6
2025-05-21 11:05:03.872 16:43.8 3181.9 0.8054 0.3203 1.8638 16.2 -84.1 43.6
2025-05-21 11:05:03.972 16:43.9 3155.7 0.5867 -0.1228 0.5337 -171.4 -62.3 36.0
2025-05-21 11:05:04.072 16:44.0 3155.7 0.9272 -0.1694 -0.0352 234.2 65.7 -96.0
2025-05-21 11:05:04.172 16:44.1 3168.8 0.9817 0.1001 1.4211 -83.8 -45.0 34.6
2025-05-21 11:05:04.272 16:44.2 3181.9 0.5022 -0.3015 0.0210 -149.0 -46.4 53.6
2025-05-21 11:05:04.373 16:44.3 3155.7 1.0088 -0.0718 -0.0708 211.1 80.7 -171.8
2025-05-21 11:05:04.472 16:44.4 3168.8 1.2161 0.1941 1.1958 14.0 -15.7 -15.9
2025-05-21 11:05:04.573 16:44.5 3181.9 0.8459 -0.0198 0.3528 -118.6 7.0 19.5
2025-05-21 11:05:04.673 16:44.6 3168.8 0.7104 -0.2283 -0.4956 21.1 167.8 -94.8
2025-05-21 11:05:04.773 16:44.7 3181.9 0.5771 0.5896 1.5830 149.7 250.1 -59.7
2025-05-21 11:05:04.872 16:44.8 3221.2 0.1001 0.4055 1.3938 -129.0 64.6 -10.4
2025-05-21 11:05:04.972 16:44.9 3208.1 0.4180 -0.0969 0.2310 -106.0 100.7 -0.5
2025-05-21 11:05:05.072 16:45.0 3181.9 -0.1489 0.0056 1.1189 203.0 246.6 84.4
2025-05-21 11:05:05.172 16:45.1 3195.0 -0.9067 0.3467 1.2690 -65.1 46.9 -26.0
2025-05-21 11:05:05.273 16:45.2 3208.1 0.0591 -0.0498 0.4902 -85.4 16.1 -50.7
2025-05-21 11:05:05.372 16:45.3 3195.0 -0.6960 0.3040 0.9814 202.7 134.3 156.8
2025-05-21 11:05:05.472 16:45.4 3208.1 -0.6099 0.1736 0.7078 -75.0 -54.9 -71.2
2025-05-21 11:05:05.573 16:45.5 3221.2 -0.2158 0.1282 0.9070 125.7 10.4 80.4
2025-05-21 11:05:05.672 16:45.6 3168.8 -0.1755 0.0364 0.6157 -101.4 -107.7 -38.9
2025-05-21 11:05:05.773 16:45.7 3168.8 -0.3652 0.1353 0.9841 -14.1 -87.1 3.9
2025-05-21 11:05:05.872 16:45.8 3181.9 -0.0027 0.0874 0.9812 -7.2 -87.6 2.1
2025-05-21 11:05:05.973 16:45.9 3181.9 0.0215 0.0991 0.9878 6.0 -11.4 2.3
2025-05-21 11:05:06.072 16:46.0 3168.8 0.2102 0.2419 1.1653 -69.3 4.0 -4.6
2025-05-21 11:05:06.172 16:46.1 3208.1 0.0466 0.0830 1.0383 -19.2 45.1 8.9
2025-05-21 11:05:06.273 16:46.2 3155.7 0.0244 0.0359 0.9827 -7.5 0.9 1.2
2025-05-21 11:05:06.372 16:46.3 3142.6 0.0342 0.0996 1.0132 34.0 0.9 27.9
2025-05-21 11:05:06.472 16:46.4 3195.0 0.0220 0.0728 0.9705 -2.9 0.8 0.7
2025-05-21 11:05:06.573 16:46.5 3195.0 0.0312 0.0703 0.9736 -2.2 1.3 0.2
2025-05-21 11:05:06.672 16:46.6 3181.9 0.0232 0.0730 0.9634 -2.5 1.1 0.2
2025-05-21 11:05:06.772 16:46.7 3155.7 0.0251 0.0688 0.9666 -2.2 1.5 0.1
2025-05-21 11:05:06.872 16:46.8 3155.7 0.0256 0.0667 0.9727 -2.5 1.4 0.3
2025-05-21 11:05:06.973 16:46.9 3181.9 0.0320 0.0735 0.9678 -2.2 1.8 0.4
2025-05-21 11:05:07.072 16:47.0 3208.1 0.0203 0.0771 0.9624 -2.2 1.3 0.3
2025-05-21 11:05:07.172 16:47.1 3181.9 0.0278 0.0740 0.9731 -2.2 1.2 0.2
2025-05-21 11:05:07.271 16:47.2 3195.0 0.0208 0.0708 0.9695 -2.4 1.3 0.1
2025-05-21 11:05:07.372 16:47.3 3208.1 0.0281 0.0718 0.9739 -2.3 1.2 0.1
2025-05-21 11:05:07.473 16:47.4 3208.1 0.0239 0.0718 0.9666 -2.3 1.6 0.1
2025-05-21 11:05:07.572 16:47.5 3208.1 0.0195 0.0769 0.9644 -2.3 1.3 0.1
2025-05-21 11:05:07.672 16:47.6 3195.0 0.0181 0.0723 0.9702 -2.3 1.3 0.0
2025-05-21 11:05:07.772 16:47.7 3168.8 0.0305 0.0725 0.9680 -2.3 1.3 0.2
2025-05-21 11:05:07.872 16:47.8 3155.7 0.0244 0.0701 0.9736 -2.2 1.4 0.5
2025-05-21 11:05:07.972 16:47.9 3168.8 0.0205 0.0664 0.9741 -2.4 1.5 0.2
2025-05-21 11:05:08.072 16:48.0 3181.9 0.0271 0.0776 0.9751 -2.4 1.5 0.1
2025-05-21 11:05:08.173 16:48.1 3181.9 0.0291 0.0784 0.9707 -2.3 1.4 0.1
2025-05-21 11:05:08.272 16:48.2 3181.9 0.0208 0.0708 0.9729 -2.2 1.5 0.2
2025-05-21 11:05:08.372 16:48.3 3208.1 0.0203 0.0764 0.9707 -2.3 1.4 0.2
2025-05-21 11:05:08.472 16:48.4 3208.1 0.0288 0.0732 0.9714 -2.1 1.3 0.2
2025-05-21 11:05:08.573 16:48.5 3221.2 0.0256 0.0662 0.9724 -2.3 1.2 0.1
2025-05-21 11:05:08.672 16:48.6 3208.1 0.0266 0.0710 0.9712 -2.4 1.3 0.3
2025-05-21 11:05:08.772 16:48.7 3195.0 0.0205 0.0776 0.9766 -2.0 1.4 0.3
2025-05-21 11:05:08.872 16:48.8 3221.2 0.0244 0.0698 0.9624 -2.3 1.5 0.2
2025-05-21 11:05:08.972 16:48.9 3195.0 0.0205 0.0754 0.9619 -2.3 1.3 0.2
2025-05-21 11:05:09.072 16:49.0 3181.9 0.0183 0.0745 0.9719 -2.4 1.2 0.3
2025-05-21 11:05:09.172 16:49.1 3181.9 0.0222 0.0662 0.9739 -2.4 1.3 0.2
2025-05-21 11:05:09.272 16:49.2 3181.9 0.0222 0.0735 0.9653 -2.2 1.4 0.3
2025-05-21 11:05:09.372 16:49.3 3168.8 0.0281 0.0789 0.9729 -2.4 1.1 0.3
2025-05-21 11:05:09.472 16:49.4 3181.9 0.0237 0.0728 0.9688 -2.4 1.5 0.0
2025-05-21 11:05:09.573 16:49.5 3221.2 0.0259 0.0684 0.9729 -2.2 1.3 0.2
2025-05-21 11:05:09.673 16:49.6 3221.2 0.0286 0.0703 0.9792 -1.8 1.4 0.2
2025-05-21 11:05:09.772 16:49.7 3208.1 0.0232 0.0630 0.9766 -1.9 1.4 0.4
2025-05-21 11:05:09.872 16:49.8 3181.9 0.0264 0.0730 0.9744 -2.1 1.4 0.3
2025-05-21 11:05:09.972 16:49.9 3181.9 0.0276 0.0747 0.9729 -2.3 1.6 0.3
2025-05-21 11:05:10.072 16:50.0 3195.0 0.0288 0.0745 0.9705 -2.6 1.3 0.1
2025-05-21 11:05:10.172 16:50.1 3155.7 0.0273 0.0728 0.9783 -2.3 1.3 0.1
2025-05-21 11:05:10.272 16:50.2 3168.8 0.0195 0.0715 0.9636 -2.1 1.5 0.1
2025-05-21 11:05:10.372 16:50.3 3208.1 0.0271 0.0681 0.9768 -2.3 1.1 0.2
2025-05-21 11:05:10.473 16:50.4 3208.1 0.0273 0.0730 0.9758 -2.3 1.1 0.2
2025-05-21 11:05:10.572 16:50.5 3168.8 0.0291 0.0752 0.9832 -2.3 1.4 0.1
2025-05-21 11:05:10.673 16:50.6 3168.8 0.0295 0.0696 0.9731 -2.2 1.4 0.2
2025-05-21 11:05:10.772 16:50.7 3168.8 0.0222 0.0681 0.9683 -2.4 1.2 0.3
2025-05-21 11:05:10.873 16:50.8 3181.9 0.0195 0.0679 0.9690 -2.5 1.2 0.3
2025-05-21 11:05:10.973 16:50.9 3221.2 0.0244 0.0701 0.9651 -2.2 1.6 0.3
2025-05-21 11:05:11.072 16:51.0 3195.0 0.0208 0.0757 0.9678 -2.4 1.5 0.2
2025-05-21 11:05:11.172 16:51.1 3221.2 0.0244 0.0764 0.9729 -2.3 1.5 0.5
2025-05-21 11:05:11.272 16:51.2 3208.1 0.0298 0.0674 0.9712 -2.2 1.4 0.2
2025-05-21 11:05:11.373 16:51.3 3195.0 0.0259 0.0764 0.9697 -2.2 1.4 -0.0
2025-05-21 11:05:11.472 16:51.4 3208.1 0.0254 0.0701 0.9629 -2.3 1.3 0.0
2025-05-21 11:05:11.572 16:51.5 3208.1 0.0281 0.0728 0.9685 -2.1 1.5 0.1
2025-05-21 11:05:11.672 16:51.6 3195.0 0.0225 0.0688 0.9741 -2.3 1.4 0.2
2025-05-21 11:05:11.772 16:51.7 3195.0 0.0247 0.0662 0.9709 -2.1 1.3 0.1
2025-05-21 11:05:11.873 16:51.8 3195.0 0.0286 0.0786 0.9775 -2.1 1.4 0.4
2025-05-21 11:05:11.972 16:51.9 3208.1 0.0254 0.0779 0.9773 -2.2 1.4 0.1
2025-05-21 11:05:12.072 16:52.0 3208.1 0.0237 0.0715 0.9690 -2.2 1.4 0.2
2025-05-21 11:05:12.173 16:52.1 3195.0 0.0244 0.0654 0.9727 -2.4 1.2 0.2
2025-05-21 11:05:12.273 16:52.2 3168.8 0.0278 0.0688 0.9785 -2.4 1.1 0.1
2025-05-21 11:05:12.373 16:52.3 3155.7 0.0264 0.0728 0.9817 -2.4 1.4 0.3
2025-05-21 11:05:12.472 16:52.4 3181.9 0.0247 0.0669 0.9712 -2.1 1.3 0.1
2025-05-21 11:05:12.572 16:52.5 3168.8 0.0259 0.0723 0.9688 -2.2 1.4 0.2
2025-05-21 11:05:12.672 16:52.6 3181.9 0.0259 0.0789 0.9834 -2.2 1.6 0.1
2025-05-21 11:05:12.772 16:52.7 3195.0 0.0244 0.0708 0.9680 -2.2 1.1 0.2
2025-05-21 11:05:12.873 16:52.8 3195.0 0.0266 0.0732 0.9658 -2.5 1.5 0.2
2025-05-21 11:05:12.972 16:52.9 3195.0 0.0281 0.0735 0.9666 -2.3 1.2 0.1
2025-05-21 11:05:13.072 16:53.0 3208.1 0.0269 0.0745 0.9736 -2.2 1.3 0.3
2025-05-21 11:05:13.172 16:53.1 3221.2 0.0264 0.0745 0.9702 -2.4 1.2 0.1
2025-05-21 11:05:13.272 16:53.2 3195.0 0.0278 0.0720 0.9717 -2.4 1.3 0.4
2025-05-21 11:05:13.373 16:53.3 3181.9 0.0271 0.0696 0.9785 -2.4 1.6 0.3
2025-05-21 11:05:13.472 16:53.4 3181.9 0.0330 0.0774 0.9771 -2.3 1.5 0.3
2025-05-21 11:05:13.572 16:53.5 3168.8 0.0288 0.0669 0.9688 -2.1 1.3 0.2
2025-05-21 11:05:13.672 16:53.6 3142.6 0.0247 0.0703 0.9634 -2.3 1.3 0.3
2025-05-21 11:05:13.772 16:53.7 3168.8 0.0286 0.0701 0.9763 -2.5 1.3 0.2
2025-05-21 11:05:13.872 16:53.8 3195.0 0.0222 0.0703 0.9702 -2.4 1.1 0.2
2025-05-21 11:05:13.972 16:53.9 3181.9 0.0254 0.0715 0.9631 -2.1 1.2 0.2
2025-05-21 11:05:14.072 16:54.0 3181.9 0.0254 0.0764 0.9802 -2.2 1.3 0.3
2025-05-21 11:05:14.172 16:54.1 3221.2 0.0198 0.0767 0.9758 -2.6 1.5 0.1
2025-05-21 11:05:14.273 16:54.2 3208.1 0.0249 0.0718 0.9692 -2.5 1.4 0.2
2025-05-21 11:05:14.372 16:54.3 3195.0 0.0242 0.0691 0.9722 -2.2 1.2 0.1
2025-05-21 11:05:14.472 16:54.4 3195.0 0.0222 0.0715 0.9646 -2.3 1.4 0.2
2025-05-21 11:05:14.573 16:54.5 3168.8 0.0256 0.0730 0.9771 -2.6 1.3 0.2
2025-05-21 11:05:14.673 16:54.6 3155.7 0.0278 0.0667 0.9705 -2.3 1.5 0.1
2025-05-21 11:05:14.772 16:54.7 3168.8 0.0261 0.0735 0.9656 -2.4 1.4 0.3
2025-05-21 11:05:14.873 16:54.8 3181.9 0.0234 0.0706 0.9636 -2.3 1.3 0.3
2025-05-21 11:05:14.972 16:54.9 3181.9 0.0278 0.0654 0.9744 -2.1 1.6 0.2
2025-05-21 11:05:15.072 16:55.0 3168.8 0.0273 0.0723 0.9688 -2.7 1.4 0.2
2025-05-21 11:05:15.173 16:55.1 3208.1 0.0330 0.0669 0.9639 -2.3 1.3 0.2
2025-05-21 11:05:15.273 16:55.2 3221.2 0.0220 0.0654 0.9753 -2.4 1.3 0.2
2025-05-21 11:05:15.373 16:55.3 3195.0 0.0229 0.0759 0.9719 -2.1 1.5 0.1
2025-05-21 11:05:15.473 16:55.4 3195.0 0.0237 0.0698 0.9675 -2.6 1.3 0.3
2025-05-21 11:05:15.573 16:55.5 3208.1 0.0237 0.0664 0.9724 -2.2 1.4 0.2
2025-05-21 11:05:15.672 16:55.6 3208.1 0.0247 0.0676 0.9729 -2.3 1.5 0.2
2025-05-21 11:05:15.772 16:55.7 3195.0 0.0271 0.0740 0.9705 -2.3 1.3 0.2
2025-05-21 11:05:15.872 16:55.8 3195.0 0.0239 0.0710 0.9680 -2.3 1.5 0.3
2025-05-21 11:05:15.972 16:55.9 3181.9 0.0225 0.0720 0.9761 -2.3 1.3 0.1
2025-05-21 11:05:16.072 16:56.0 3168.8 0.0251 0.0686 0.9712 -1.9 1.3 0.2
2025-05-21 11:05:16.172 16:56.1 3168.8 0.0212 0.0708 0.9680 -2.3 1.3 0.3
2025-05-21 11:05:16.273 16:56.2 3208.1 0.0312 0.0740 0.9712 -2.1 1.5 0.3
2025-05-21 11:05:16.373 16:56.3 3221.2 0.0249 0.0742 0.9736 -2.2 1.4 0.4
2025-05-21 11:05:16.472 16:56.4 3208.1 0.0325 0.0740 0.9670 -2.2 1.3 0.3
2025-05-21 11:05:16.572 16:56.5 3221.2 0.0254 0.0752 0.9712 -2.2 1.3 0.2
2025-05-21 11:05:16.672 16:56.6 3221.2 0.0271 0.0725 0.9700 -2.2 1.5 0.3
2025-05-21 11:05:16.773 16:56.7 3221.2 0.0264 0.0740 0.9685 -2.0 1.4 0.1
2025-05-21 11:05:16.872 16:56.8 3208.1 0.0198 0.0757 0.9880 -2.5 1.0 -0.3
2025-05-21 11:05:16.972 16:56.9 3208.1 0.0303 0.0679 0.9692 -2.6 1.4 0.3
2025-05-21 11:05:17.072 16:57.0 3234.3 0.0227 0.0576 0.9775 -2.7 1.1 0.1
2025-05-21 11:05:17.173 16:57.1 3234.3 0.0271 0.0767 0.9639 -2.2 1.4 0.3
2025-05-21 11:05:17.272 16:57.2 3221.2 0.0322 0.0747 0.9683 -2.1 1.5 0.3
2025-05-21 11:05:17.372 16:57.3 3168.8 0.0002 0.1216 1.0112 -11.5 0.8 -0.6
2025-05-21 11:05:17.473 16:57.4 3168.8 0.0315 0.0789 0.9595 -3.4 1.5 0.2
2025-05-21 11:05:17.572 16:57.5 3195.0 0.0332 0.0771 0.9729 -4.6 1.4 0.7
2025-05-21 11:05:17.672 16:57.6 3208.1 0.0225 0.0356 0.9968 -1.3 1.2 3.5
2025-05-21 11:05:17.772 16:57.7 3208.1 0.0139 0.0613 0.9729 -1.0 2.1 9.6
2025-05-21 11:05:17.872 16:57.8 3221.2 0.0286 0.0691 0.9685 -1.9 1.3 0.3
2025-05-21 11:05:17.972 16:57.9 3234.3 0.0212 0.0708 0.9714 -2.4 1.4 0.3
2025-05-21 11:05:18.072 16:58.0 3221.2 0.0249 0.0764 0.9749 -2.4 1.3 0.2
2025-05-21 11:05:18.173 16:58.1 3234.3 0.0225 0.0730 0.9675 -2.1 1.3 0.2
2025-05-21 11:05:18.273 16:58.2 3221.2 0.0283 0.0703 0.9680 -2.6 1.5 0.3
2025-05-21 11:05:18.373 16:58.3 3247.4 0.0276 0.0740 0.9751 -2.4 1.4 0.3
2025-05-21 11:05:18.473 16:58.4 3260.5 0.0190 0.0645 0.9717 -2.5 1.4 0.1
2025-05-21 11:05:18.573 16:58.5 3221.2 0.0322 0.0720 0.9756 -2.6 1.4 0.2
2025-05-21 11:05:18.673 16:58.6 3195.0 0.0276 0.0754 0.9678 -2.2 1.3 0.2
2025-05-21 11:05:18.773 16:58.7 3208.1 0.0251 0.0676 0.9673 -2.0 1.4 0.2
2025-05-21 11:05:18.873 16:58.8 3195.0 0.0288 0.0730 0.9702 -2.4 1.3 0.2
2025-05-21 11:05:18.973 16:58.9 3181.9 0.0244 0.0769 0.9719 -2.3 1.4 0.3
2025-05-21 11:05:19.073 16:59.0 3142.6 0.0232 0.0728 0.9741 -2.3 1.3 0.1
2025-05-21 11:05:19.173 16:59.1 3155.7 0.0254 0.0706 0.9673 -2.3 1.3 0.2
2025-05-21 11:05:19.273 16:59.2 3195.0 0.0266 0.0730 0.9700 -2.3 1.0 0.3
2025-05-21 11:05:19.373 16:59.3 3195.0 0.0286 0.0662 0.9739 -2.3 1.3 0.2
2025-05-21 11:05:19.473 16:59.4 3221.2 0.0225 0.0693 0.9717 -2.5 1.5 -0.0
2025-05-21 11:05:19.572 16:59.5 3208.1 0.0234 0.0701 0.9739 -2.4 1.3 0.2
2025-05-21 11:05:19.673 16:59.6 3208.1 0.0251 0.0686 0.9731 -2.2 1.5 0.2
2025-05-21 11:05:19.772 16:59.7 3234.3 0.0220 0.0715 0.9734 -2.2 1.4 0.1
2025-05-21 11:05:19.872 16:59.8 3208.1 0.0249 0.0718 0.9729 -2.4 1.3 0.1
2025-05-21 11:05:19.972 16:59.9 3195.0 0.0186 0.0688 0.9692 -2.7 1.4 -0.1
2025-05-21 11:05:20.072 17:00.0 3195.0 0.0215 0.0759 0.9766 -2.3 1.5 0.3
2025-05-21 11:05:20.173 17:00.1 3195.0 0.0212 0.0676 0.9670 -2.1 1.2 0.2
2025-05-21 11:05:20.272 17:00.2 3208.1 0.0325 0.0679 0.9673 -2.0 1.4 0.3
2025-05-21 11:05:20.373 17:00.3 3234.3 0.0281 0.0710 0.9707 -2.3 1.4 0.3
2025-05-21 11:05:20.473 17:00.4 3221.2 0.0242 0.0688 0.9680 -2.2 1.1 0.3
2025-05-21 11:05:20.573 17:00.5 3208.1 0.0227 0.0730 0.9717 -2.2 1.4 0.4
2025-05-21 11:05:20.673 17:00.6 3181.9 0.0239 0.0713 0.9678 -2.1 1.2 0.1
2025-05-21 11:05:20.772 17:00.7 3181.9 0.0283 0.0684 0.9661 -2.4 1.3 0.3
2025-05-21 11:05:20.873 17:00.8 3168.8 0.0222 0.0706 0.9658 -2.4 1.6 0.1
2025-05-21 11:05:20.973 17:00.9 3208.1 0.0259 0.0693 0.9705 -2.1 1.3 0.3
2025-05-21 11:05:21.072 17:01.0 3195.0 0.0247 0.0684 0.9695 -2.3 1.4 0.1
2025-05-21 11:05:21.173 17:01.1 3195.0 0.0215 0.0701 0.9724 -2.3 1.6 0.2
