timestamp,packet_id,pressure,accel_x,accel_y,accel_z
2025-07-16 16:26:27.063567,152,1149.4,-0.0307,0.0476,1.0849
2025-07-16 16:26:27.163567,152,756.2,-0.029,0.0471,1.0793
2025-07-16 16:26:27.263567,152,1149.4,-0.029,0.0466,1.083
2025-07-16 16:26:27.400207,156,756.2,-0.0285,0.0483,1.0837
2025-07-16 16:26:27.500207,156,1018.3,-0.0273,0.0483,1.0905
2025-07-16 16:26:27.600207,156,1018.3,-0.0251,0.0493,1.0812
2025-07-16 16:26:27.798062,158,887.2,-0.029,0.0483,1.0844
2025-07-16 16:26:27.898062,158,1018.3,-0.028,0.0507,1.082
2025-07-16 16:26:27.919614,159,1149.4,-0.0302,0.0495,1.0844
2025-07-16 16:26:28.194574,163,1280.5,-0.0263,0.0488,1.0827
2025-07-16 16:26:28.294574,163,1149.4,-0.0261,0.0478,1.0754
2025-07-16 16:26:28.394574,163,1280.5,-0.0253,0.0471,1.0812
2025-07-16 16:26:28.430975,166,1018.3,-0.0305,0.0524,1.0837
2025-07-16 16:26:28.530975,166,1149.4,-0.0302,0.0515,1.0869
2025-07-16 16:26:28.630975,166,1411.5,-0.0307,0.0456,1.0852
2025-07-16 16:26:28.904658,170,231.9,-0.0322,0.0498,1.0837
2025-07-16 16:26:29.004658,170,756.2,-0.0288,0.0488,1.0849
2025-07-16 16:26:29.104658,170,1149.4,-0.0251,0.0468,1.0737
2025-07-16 16:26:29.114583,172,1149.4,-0.028,0.0483,1.0803
2025-07-16 16:26:29.214583,172,1280.5,-0.031,0.0473,1.0866
2025-07-16 16:26:29.299653,174,1149.4,-0.0307,0.0493,1.0876
2025-07-16 16:26:29.399653,174,1018.3,-0.0341,0.0485,1.0798
2025-07-16 16:26:29.532749,177,1018.3,-0.0329,0.0473,1.0786
2025-07-16 16:26:29.632749,177,1018.3,-0.03,0.0483,1.0854
2025-07-16 16:26:29.732749,177,1149.4,-0.03,0.049,1.0822
2025-07-16 16:26:29.887886,179,1280.5,-0.0302,0.0505,1.0871
2025-07-16 16:26:29.987886,179,1149.4,-0.031,0.0458,1.0861
2025-07-16 16:26:30.059542,180,1411.5,-0.0307,0.052,1.0742
2025-07-16 16:26:30.132948,182,1280.5,-0.0285,0.0444,1.0791
2025-07-16 16:26:30.232948,182,756.2,-0.0278,0.0456,1.08
2025-07-16 16:26:30.312445,183,887.2,-0.0339,0.049,1.0808
2025-07-16 16:26:30.658414,188,756.2,-0.03,0.0478,1.0852
2025-07-16 16:26:30.758414,188,1149.4,-0.03,0.048,1.0815
2025-07-16 16:26:30.858414,188,1804.8,-0.0283,0.0478,1.0817
2025-07-16 16:26:31.253881,194,1018.3,-0.0329,0.048,1.0837
2025-07-16 16:26:31.353881,194,1411.5,-0.0312,0.0468,1.0852
2025-07-16 16:26:31.453881,194,1149.4,-0.0275,0.0473,1.0783
2025-07-16 16:26:31.572098,195,756.2,-0.0297,0.0461,1.0871
2025-07-16 16:26:31.684960,196,1018.3,-0.03,0.0476,1.0871
2025-07-16 16:26:31.731736,198,1673.7,-0.0278,0.0493,1.0834
2025-07-16 16:26:31.831736,198,1804.8,-0.031,0.048,1.0808
2025-07-16 16:26:32.090822,202,1411.5,-0.0307,0.0471,1.0832
2025-07-16 16:26:32.190822,202,1411.5,-0.0263,0.0488,1.0812
2025-07-16 16:26:32.290822,202,1411.5,-0.0336,0.0468,1.0773
2025-07-16 16:26:32.348010,203,1149.4,-0.0263,0.0498,1.0825
2025-07-16 16:26:32.462656,206,1411.5,-0.0261,0.0468,1.0878
2025-07-16 16:26:32.562656,206,1804.8,-0.0317,0.049,1.0864
2025-07-16 16:26:32.662656,206,1673.7,-0.0302,0.0476,1.0791
2025-07-16 16:26:32.783891,207,1673.7,-0.0334,0.0468,1.0834
2025-07-16 16:26:32.799194,208,1673.7,-0.0268,0.0495,1.0808
2025-07-16 16:26:33.004555,211,1411.5,-0.0297,0.0473,1.0817
2025-07-16 16:26:33.104555,211,1542.6,-0.0275,0.048,1.0812
2025-07-16 16:26:33.204555,211,1149.4,-0.0275,0.052,1.0837
2025-07-16 16:26:33.280604,212,1018.3,-0.03,0.0515,1.0839
2025-07-16 16:26:33.338668,213,1411.5,-0.03,0.0502,1.0869
2025-07-16 16:26:33.510035,214,1542.6,-0.0283,0.0471,1.0783
2025-07-16 16:26:33.605528,218,1411.5,-0.0322,0.0495,1.081
2025-07-16 16:26:33.705528,218,1280.5,-0.029,0.0507,1.0834
2025-07-16 16:26:33.805528,218,1149.4,-0.0312,0.0473,1.08
2025-07-16 16:26:33.929450,220,1149.4,-0.0312,0.051,1.08
2025-07-16 16:26:34.029450,220,1280.5,-0.028,0.051,1.0834
2025-07-16 16:26:34.097847,222,1280.5,-0.0292,0.048,1.0893
2025-07-16 16:26:34.197847,222,1149.4,-0.031,0.0454,1.0834
2025-07-16 16:26:34.389833,223,1280.5,-0.0317,0.0468,1.0898
2025-07-16 16:26:34.479815,225,1542.6,-0.0339,0.0471,1.0827
2025-07-16 16:26:34.579815,225,1411.5,-0.0292,0.0444,1.0788
2025-07-16 16:26:35.141002,233,1149.4,-0.027,0.0466,1.0847
2025-07-16 16:26:35.241002,233,1542.6,-0.0244,0.0458,1.0842
2025-07-16 16:26:35.341002,233,1673.7,-0.0319,0.0478,1.0886
2025-07-16 16:26:35.396696,234,1673.7,-0.0324,0.0439,1.0898
2025-07-16 16:26:35.756878,239,1542.6,-0.0288,0.0468,1.0881
2025-07-16 16:26:35.856878,239,1411.5,-0.0266,0.049,1.0888
2025-07-16 16:26:35.956878,239,1673.7,-0.0297,0.0461,1.0817
2025-07-16 16:26:35.998967,240,1542.6,-0.028,0.0498,1.0903
2025-07-16 16:26:36.364065,245,1673.7,-0.028,0.0478,1.0808
2025-07-16 16:26:36.464065,245,1280.5,-0.0268,0.0495,1.0844
2025-07-16 16:26:36.564065,245,1411.5,-0.0292,0.0517,1.0795
2025-07-16 16:26:36.621983,246,1542.6,-0.0307,0.0493,1.0861
2025-07-16 16:26:36.727985,248,1280.5,-0.0329,0.0476,1.0905
2025-07-16 16:26:36.827985,248,1149.4,-0.0302,0.0502,1.0891
2025-07-16 16:26:37.126622,249,1280.5,-0.0312,0.048,1.0859
2025-07-16 16:26:37.599222,2,1411.5,-0.029,0.0461,1.0844
2025-07-16 16:26:37.699222,2,1542.6,-0.0295,0.0476,1.0854
2025-07-16 16:26:37.799222,2,1935.8,-0.028,0.0461,1.083
2025-07-16 16:26:37.925962,4,1673.7,-0.0283,0.0485,1.082
2025-07-16 16:26:38.025962,4,1280.5,-0.03,0.0483,1.0825
2025-07-16 16:26:38.177284,7,1673.7,-0.0302,0.0466,1.0783
2025-07-16 16:26:38.277284,7,1804.8,-0.0266,0.0473,1.0798
2025-07-16 16:26:38.377284,7,1411.5,-0.029,0.0505,1.0825
2025-07-16 16:26:38.778086,13,1411.5,-0.0295,0.0495,1.0808
2025-07-16 16:26:38.878086,13,1411.5,-0.0273,0.0502,1.0778
2025-07-16 16:26:38.978086,13,1542.6,-0.0283,0.0495,1.0834
