timestamp,packet_id,pressure,accel_x,accel_y,accel_z
2025-07-15 18:56:51.072202,235,1147.9,-0.019,-0.0258,1.1437
2025-07-15 18:56:51.172202,235,1147.9,0.0124,-0.0107,1.2062
2025-07-15 18:56:51.272202,235,754.6,-0.0007,-0.0129,1.125
2025-07-15 18:56:51.256172,236,1147.9,0.0124,-0.0107,1.2062
2025-07-15 18:56:51.356172,236,754.6,-0.0007,-0.0129,1.125
2025-07-15 18:56:51.456172,236,754.6,-0.0024,-0.0124,1.1267
2025-07-15 18:56:51.557987,239,885.7,-0.0024,-0.0163,1.1225
2025-07-15 18:56:51.657987,239,623.6,-0.0019,-0.0156,1.1193
2025-07-15 18:56:51.757987,239,754.6,-0.0051,-0.0173,1.125
2025-07-15 18:56:51.857617,242,754.6,-0.0039,-0.0166,1.1174
2025-07-15 18:56:51.957617,242,754.6,-0.0029,-0.0095,1.1223
2025-07-15 18:56:52.057617,242,1016.8,-0.0019,-0.0131,1.124
2025-07-15 18:56:52.153514,245,885.7,0.0014,-0.0124,1.122
2025-07-15 18:56:52.253514,245,885.7,-0.0021,-0.0124,1.1315
2025-07-15 18:56:52.353514,245,885.7,-0.0007,-0.0148,1.1289
2025-07-15 18:56:52.454705,246,885.7,-0.0021,-0.0124,1.1315
2025-07-15 18:56:52.554705,246,885.7,-0.0007,-0.0148,1.1289
2025-07-15 18:56:52.654705,246,885.7,-0.0036,-0.0139,1.121
2025-07-15 18:56:52.455264,248,885.7,-0.0036,-0.0139,1.121
2025-07-15 18:56:52.555264,248,1016.8,-0.0026,-0.0166,1.1315
2025-07-15 18:56:52.655264,248,1016.8,0.0009,-0.0161,1.1242
2025-07-15 18:56:52.753880,251,1016.8,-0.0021,-0.0163,1.1242
2025-07-15 18:56:52.853880,251,885.7,-0.0029,-0.0129,1.1264
2025-07-15 18:56:52.953880,251,1016.8,-0.0068,-0.0107,1.1262
2025-07-15 18:56:52.770745,252,885.7,-0.0029,-0.0129,1.1264
2025-07-15 18:56:52.870745,252,1016.8,-0.0068,-0.0107,1.1262
2025-07-15 18:56:52.970745,252,1278.9,-0.0014,-0.0178,1.1274
2025-07-15 18:56:53.059500,254,1278.9,-0.0014,-0.0178,1.1274
